item,logprob
astikoBe,-8.764714
astiRome,-8.432931
astiRofe,-9.959657
astiRoxe,-10.22439
astiRoxe,-10.22439
astiRoBe,-9.078445
ampakateRjo,-12.26556
ampanateRjo,-12.61392
aspakateRjo,-12.7819
aspanateRjo,-13.13026
askakateRjo,-13.19448
askanateRjo,-12.33764
anlekakoRja,-14.11879
anlekaseRjo,-12.85099
anlekasesja,-13.02849
anlekatoRjo,-12.75919
ampakatuRas,-11.34723
ampamatuRas,-11.44618
aspakatuRas,-11.86357
aspamatuRas,-11.96252
askakatuRas,-12.27615
askamatuRas,-10.67814
anlekakuRas,-13.16177
anlekakukal,-15.94443
anlekatukas,-14.74146
anleRakuRas,-11.92095
antekofjo,-12.39608
antekoxjo,-9.895742
antekopjo,-10.25443
anteRofjo,-10.50026
anteRoxjo,-10.17688
anteRopjo,-8.994919
antetofjo,-12.78385
antetoxjo,-11.32747
antetopjo,-10.81325
antelofjo,-11.66387
atBexalia,-13.61585
atBexasia,-13.80097
atBexaRia,-11.85141
atBekalia,-14.31367
atBekasia,-14.52779
atBekaRia,-12.79906
atBefasia,-16.15643
atBefaRia,-14.92718
atBefalia,-15.82565
anlexaliRo,-12.9391
anlexalika,-10.84777
anlexasiRo,-12.83999
anlexasika,-11.78204
anlexaRiRo,-12.20113
anlexaRika,-10.81646
anlexatiRa,-11.5792
anlekaliRo,-13.33009
anlekalika,-11.23876
anlekasiRo,-13.25999
ansiBoDo,-10.38029
ansiGoDo,-9.616391
ansixoDo,-9.286863
ansifoDo,-11.51443
ansiYoDo,-12.36689
ansisoDo,-9.698638
ansiBoDo,-10.38029
ansiBoDo,-10.38029
ansiGoDo,-9.616391
ampajaBiko,-12.85533
ampajapiko,-14.3386
ampajaxiko,-12.7192
ampaCaBiko,-11.94525
ampaCapiko,-12.24755
ampaCaxiko,-12.6182
astejopo,-11.3874
astejoYo,-12.89119
astejofo,-11.97105
astejoxo,-11.35275
astejoGo,-10.46777
ampafomita,-13.45565
ampaGomita,-12.02655
ampaDomita,-11.2001
ampapomita,-12.11794
ampaBomita,-12.46953
ampaBomita,-12.46953
aspafomita,-13.97199
aspaGomita,-12.54289
aspaDomita,-11.71644
aspapomita,-12.63428
ankafektiko,-18.64436
ankafeltiko,-20.36642
ankafentiko,-18.90655
ankafestiko,-18.99081
ankafeRtiko,-18.84813
ankafektiko,-18.64436
ankafeltiko,-20.36642
ankafentiko,-18.90655
ankafestiko,-18.99081
antilesud,-12.94593
antinesud,-12.79196
antisetud,-11.6793
antiRetud,-10.83729
antinetud,-11.17054
antiletud,-11.2485
antisesen,-9.943662
antisesed,-11.53985
antisesud,-13.32924
antisetin,-11.88167
anlifanito,-13.43788
anlifanino,-14.98331
anlifaniYo,-14.60067
anlifaniBo,-14.03544
anlifanimo,-14.32841
anlifaniBo,-14.03544
anlifaniGo,-14.77411
anlifaniso,-13.80125
anlifanipo,-15.07978
anlifanixo,-15.09956
ampokaDa,-8.993839
ampoBaDa,-9.349952
ampoGaDa,-9.223898
ampofaDa,-10.80781
ampoYaDa,-11.69986
ampopaDa,-9.791106
amposaDa,-8.528263
ampoBaDa,-9.349952
aspokaDa,-9.181112
ankopa,-14.80195
ankosa,-13.85919
ankofa,-15.67617
ankoGa,-15.23191
ankoka,-14.17262
ankola,-13.07315
ankoBa,-13.71248
ankoBa,-13.71248
anlaRepia,-11.08885
anlaReBia,-10.37892
anlaResia,-9.876734
anlaRexia,-10.55854
anlaRefia,-11.14014
anlaReBia,-10.37892
anlasepia,-10.88826
anlaseBia,-11.00948
anlasesia,-10.42655
anlasexia,-10.58699
anliRopiko,-13.89948
anliRoBiko,-14.02633
anliRosiko,-14.30879
anliRoxiko,-14.59399
anliRofiko,-13.47399
anliRoBiko,-14.02633
anlikopiko,-12.54097
anlikoBiko,-12.87701
anlikosiko,-12.63855
anlikoxiko,-11.69483
ansosipa,-10.7097
ansosiYa,-11.26735
ansosisa,-9.392016
ansosila,-9.264482
ansosifa,-11.23424
ansosixa,-10.39966
ansosiBa,-9.063052
ansosiGa,-9.851895
ansosiBa,-9.063052
ansoRipa,-10.80151
antoselaljo,-12.92744
antoselanjo,-12.22405
antomelaljo,-12.8797
antomelanjo,-12.17631
ankosemaljo,-19.70165
ankosemanjo,-19.79522
ankoselamja,-18.68229
ankoselalja,-19.27706
ankoselanja,-18.94837
ankokolaljo,-21.19169
ampoBoa,-11.40599
ampoGoa,-13.03465
ampoxoa,-13.17439
ampofoa,-13.67014
ampoYoa,-15.50003
ampopoa,-11.3184
ampoBoa,-11.40599
aspoBoa,-11.59326
aspoGoa,-13.22193
asGRaRisa,-10.24437
asGRaRito,-10.05735
asGRaDisa,-10.5719
asGRaDito,-10.26317
asGRanisa,-10.00254
asGRanito,-9.990996
asGRalisa,-10.1092
asGRalito,-10.23962
asplaRisa,-9.854406
asplaRito,-9.667387
eNglo,-4.786914
eNgRo,-5.61093
enklo,-8.551032
endRo,-5.651559
emfRo,-5.742821
amplo,-5.628277
ambRo,-5.892502
amblo,-5.866145
ankRofeGapja,-24.31891
ankRofeGamja,-22.70183
ankRofeGaBja,-22.85286
ankRofeGaxjo,-23.49667
ankRofeGalja,-22.38567
ankRofefapjo,-26.09921
ankRofefaljo,-23.70099
ankRofesapja,-21.2362
ankRofesamja,-20.87315
ankRofesaBja,-20.86266
ankRofonosa,-19.77561
ankRofonoYa,-23.62855
ankRofonoma,-20.69669
ankRofonoBa,-20.06413
ankRofonopa,-21.81132
ankRofonola,-20.29568
ankRofonofa,-22.12168
ankRofoRosa,-19.65847
ankRofoRoYa,-21.61541
ankRofoRoma,-20.04603
antRilitiRia,-12.06712
antRilitifia,-12.77719
antRilitilia,-13.43632
antRilitipia,-14.30447
antRilitisia,-13.2759
antRilitiDia,-13.69429
antRilitiBia,-12.75095
antRilitimia,-13.4965
antRilitinia,-13.4286
antRilititia,-13.66393
ankRofonoso,-19.54399
ankRofonoYo,-23.48674
ankRofonoBo,-20.47142
ankRofonopo,-21.28986
ankRofonoxo,-20.61074
ankRofonolo,-19.83646
ankRofonofo,-21.96177
ankRofoRoso,-19.42685
ankRofoRoYo,-21.47361
ankRofoRoBo,-19.39812
antRofonunso,-14.09474
antRofolunso,-14.5794
antRoBonunso,-14.07173
antRoBolunso,-13.43235
antRoBonunso,-14.07173
alkRueGo,-9.150016
alkRueso,-9.935288
alkRuemo,-9.916946
aRpRueso,-11.3792
akwaR,-5.492397
aswaR,-7.035943
anjun,-11.6135
anjum,-11.1209
aswas,-7.009818
aswas,-7.009818
aswoRja,-12.88943
aswonjo,-13.70383
aswaDja,-9.387339
akoRaR,-6.407291
aBoRaR,-6.264348
aRoRaR,-9.099898
asoRaR,-7.124884
aloRaR,-6.757829
asoRaR,-7.124884
afoRaR,-6.306858
amoRaR,-6.380204
aBoRaR,-6.264348
asjonsjo,-5.977796
asjensjo,-6.565011
asjeRsja,-7.694597
akweRsjo,-7.617462
akwinsjo,-8.270407
akwiRsja,-8.632245
aluxanjoR,-12.70822
aluxanjod,-16.48811
aluxatjoR,-13.27456
aluxatjod,-17.05445
aluxaRjoR,-11.12754
aluxaRjod,-14.90743
aluxaljoR,-12.52703
aluxaljod,-16.30692
alukanjoR,-12.24123
alukanjod,-16.02113
akopaR,-6.611416
akosaR,-6.547907
akofaR,-8.328001
akoGaR,-7.67076
akoYaR,-7.260971
akoRaR,-6.407291
akoxaR,-6.170933
akokaR,-6.881485
akoBaR,-7.07159
amuRtjoDoR,-14.32528
amuktjoDoR,-16.02853
aRuRtjoDoR,-16.64238
aRuktjoDoR,-16.10141
aRoRtjaDoR,-12.80752
aRoksjoDoR,-12.07179
aRoktjaDoR,-13.7215
aRonsjoDoR,-10.90305
aRoNxjoDoR,-13.39963
aRondjoDoR,-12.5739
alosBjoDoRa,-14.3398
alognjoDoRa,-14.59411
aloBsjoDoRa,-14.56172
alolnjoDoRa,-20.1447
alolxjoDoRa,-18.12371
alolsjoDoRa,-14.6203
alolBjoDoRa,-14.07814
alomnjoDoRa,-13.98534
alasBjoDoRa,-14.21931
amuRtjonte,-11.32709
amuktjonte,-13.03034
aRuRtjonte,-13.64419
aRuktjonte,-13.10322
aRoRtjante,-12.59201
aRokkwente,-14.13244
aRoksjonte,-9.0736
aRoktjante,-13.50599
aRonswente,-9.67624
aRonsjonte,-7.904857
akonsjoR,-7.998144
akoRsjaR,-8.271429
akuRsjoR,-9.621138
aRonsjoR,-8.852327
aRoRsjaR,-10.96404
aRinsjoR,-9.528082
asondjo,-8.691181
asundja,-9.205005
anondja,-9.392407
amundja,-8.215626
asuktjo,-10.51892
asuRsjo,-8.299053
asuRtjo,-9.569525
anoRsjo,-7.873479
anoRtjo,-8.490843
anuktja,-10.9391
alkoRso,-8.727139
alBaRko,-8.59347
alBaRno,-7.344305
alDoRso,-8.308633
alDeRko,-8.221658
alDeRno,-7.12328
alDaRso,-8.110011
alsaRso,-7.729903
alsoRso,-8.864199
alseRko,-8.773878
alsjolo,-7.655177
alkwilo,-11.47406
alsjalo,-7.770471
alBjolo,-7.788164
alBjalo,-7.449503
alDjolo,-9.628325
aldwilo,-13.83762
alDjalo,-9.214583
alsjolo,-7.655177
eopoR,-8.399737
eosoR,-8.712842
eofoR,-9.107595
eoGoR,-9.230634
eoYoR,-11.23753
eoRoR,-10.8515
eosoR,-8.712842
eotoR,-8.620463
eoxoR,-9.450191
asefurinte,-13.36677
asefuCinte,-13.46347
amiBuroR,-11.60822
amiBuCoR,-12.13979
amiGuraR,-11.69799
amaxistaR,-9.163765
amaxinkaR,-14.98655
amaxintoR,-9.76856
amaxestoR,-9.852213
amaxesmaR,-10.54178
amaxenkoR,-12.19046
amaGonkaR,-16.87853
amaGontoR,-10.52912
amaGunkaR,-15.90428
amaGuntoR,-10.63252
amixifle,-13.12092
amixitRe,-11.20945
amixiple,-11.50572
amixiDRe,-11.1791
amixiBRe,-11.04293
amisifle,-10.21417
amisitRe,-9.68787
amafRiloR,-13.17259
amafRiRoR,-14.56507
amafRisoR,-11.91966
amafRiBoR,-11.11867
amafRikoR,-11.59792
amafRitoR,-11.20237
amapRiloR,-13.31641
amapRiRoR,-14.70888
amapRisoR,-12.06347
amapRiBoR,-11.26249
amikaDa,-6.846968
amiBaDa,-8.716342
amisaDa,-6.86836
amixaDa,-8.867238
amifaDa,-9.375295
amiDaDa,-7.185441
amiYaDa,-9.211975
amipaDa,-8.813861
amimaDa,-8.063864
aDisaR,-6.66725
aDimaR,-7.58072
aBisaR,-5.853461
aBimaR,-7.04576
aBisaR,-5.853461
aBimaR,-7.04576
aBiYaR,-9.032856
aBixaR,-7.5469
aDiYaR,-9.678265
aDixaR,-7.693195
aDixon,-8.290633
aDimon,-7.64755
aDison,-7.293818
aBixon,-8.144338
aBimon,-7.112589
aBison,-6.480029
aBison,-6.480029
aBixon,-8.144338
aBimon,-7.112589
aBiYon,-9.389988
amojGaDa,-9.380381
amojmaDa,-10.00048
amojDaDa,-9.73363
amaGaGloR,-14.71701
amaGatRoR,-12.98845
amaGaGRoR,-15.33454
amaGakloR,-14.26974
amaGakRoR,-15.28101
amasaGloR,-12.6529
amasatRoR,-12.59235
iBonoamjenta,-14.25862
iBonoamjente,-13.51731
iBonaamjenta,-17.48811
iBonaamjente,-16.7468
amikaDa,-6.846968
amiBaDa,-8.716342
amiGaDa,-7.112851
amisaDa,-6.86836
amixaDa,-8.867238
amifaDa,-9.375295
amipaDa,-8.813861
amimaDa,-8.063864
amisaDa,-6.86836
aDiBaR,-7.705957
aDiBaR,-7.705957
aBipaR,-8.52146
aBiBaR,-6.720433
aBipaR,-8.52146
aBiBaR,-6.720433
aBiBaR,-6.720433
aDipaR,-8.223359
aBisaR,-5.853461
aBifaR,-9.744865
aBeRDaR,-7.324103
aBaRtaR,-6.328654
aDaRtaR,-6.98016
aDeRDaR,-8.035727
asaRtaR,-7.010361
aseRDaR,-7.821273
aBeRDaR,-7.324103
aBaRtaR,-6.328654
apeRtaR,-6.402531
apistaR,-6.64226
aDiBo,-6.626757
aDiBo,-6.626757
aBipo,-8.616256
aBiBo,-5.641233
aBiBo,-5.641233
aBipo,-8.616256
aBiBo,-5.641233
aBiBo,-5.641233
aDipo,-8.318155
aBiso,-5.619803
amisaDaR,-8.377063
amiDaDaR,-8.694144
aminaDaR,-7.717055
amimaDaR,-9.572567
amilaDaR,-8.940948
amikaDaR,-8.355671
amitaDaR,-7.961625
amesaDaR,-8.73845
ameDaDaR,-8.740353
amenaDaR,-7.981725
amakaBa,-7.590119
amakasa,-8.589844
amakala,-7.966713
amakasa,-8.589844
amataBa,-6.954761
amatasa,-7.943519
amatala,-7.456085
amatasa,-7.943519
amanaBa,-7.318917
amanala,-7.522075
asaDasoBiDos,-10.78657
asaDasomiDos,-11.72593
asaDasofiDos,-12.45408
asaDasoliDos,-11.03893
asaDutoBiDos,-15.04167
asaDutomiDos,-14.48703
asaDutofiDos,-16.26916
asaDutoliDos,-14.44851
asaDusoBiDaR,-12.80767
asaDusomiDaR,-13.74704
alekakoto,-11.54814
alekakono,-10.70625
alekakoso,-11.36476
alekakoYo,-12.17005
alekakoBo,-11.85694
alekakomo,-11.28513
alekakoBo,-11.85694
alekakoGo,-12.62126
alekakopo,-12.01766
alekakoxo,-11.36745
alesfanjento,-12.20041
alesfaDjento,-12.17429
alesfaljento,-11.62009
alesDanjento,-13.61615
alesDaDjento,-13.17098
alesDaljento,-13.61935
alespanjento,-11.35868
alespaDjento,-11.11639
alespaljento,-10.95601
alesBanjento,-11.31251
aDiskaR,-7.900776
aBeRsaR,-7.101215
aBiskaR,-7.086987
aBiskaR,-7.086987
aBeRsaR,-7.101215
aDeRsaR,-7.812839
aBonkaR,-14.43628
aBoRsaR,-7.579495
aBoRlaR,-8.923587
aBeskaR,-6.90389
aDispeRo,-8.727642
aDisxeRo,-11.42939
aDinreRo,-13.20853
aDiNxeRo,-10.53105
aDespeRo,-7.920294
aDesxeRo,-11.73736
aBisBeRo,-9.919185
iBoloamjenta,-13.564
iBoloamjente,-12.82269
iBolaamjenta,-16.25739
iBolaamjente,-15.51608
iBonoamjenta,-14.25862
iBonoamjente,-13.51731
amisoaR,-12.40705
amiseoR,-9.776239
amiDoaR,-12.89603
amiDeoR,-8.974026
amiRooR,-10.47565
aminoaR,-10.02719
amineoR,-8.496798
amimoaR,-11.16138
amimeoR,-10.57151
amiloaR,-11.27338
aBateniR,-9.480503
aBaneniR,-9.731657
aBaleniR,-9.498278
asaleniR,-10.30641
asaneniR,-11.02449
asateniR,-10.51914
aDaleniR,-10.75679
aDaneniR,-10.98082
aDateniR,-10.73945
aBaleniR,-9.498278
alesetiDa,-9.029736
alesisiDa,-8.006275
alesitiDo,-8.339861
alekosiDa,-8.948379
alekotiDo,-9.726855
aleRitiDa,-9.284765
aleRotiDa,-9.177145
alenetiDa,-9.358196
alenisiDa,-8.806346
alenitiDo,-9.683645
asekoYaDo,-9.893228
asekopaDo,-9.814528
asekosaDo,-9.246489
asekoBaDo,-9.814377
asekoBaDo,-9.814377
asikoYaDo,-9.867037
asikopaDo,-9.788337
asikosaDo,-9.220298
asikoBaDo,-9.788186
asikoBaDo,-9.788186
aseRoYaDaR,-12.24963
aseRopaDaR,-10.61773
aseRosaDaR,-10.36143
aseRoBaDaR,-10.4084
aseRoBaDaR,-10.4084
aseseYaDaR,-10.15935
asesepaDaR,-10.75524
asesesaDaR,-10.63595
aseseBaDaR,-11.45527
aseseBaDaR,-11.45527
amasepa,-8.885622
amaseYa,-7.983758
amasesa,-8.391621
amasela,-7.340099
amasema,-8.955737
amasefa,-10.59606
amaseBa,-8.496332
amaseGa,-8.279208
amaseBa,-8.496332
amalepa,-9.532668
amasastaR,-9.332645
amasankaR,-16.43353
amasantoR,-9.853412
amasestoR,-9.960872
amasesmaR,-10.65044
amasenkoR,-12.38545
amasonkaR,-16.60567
amasontoR,-10.25626
amasunkaR,-16.67318
amasuntoR,-11.40141
amasiste,-8.130843
amasinse,-8.689549
amasonse,-8.789905
amasunse,-10.08689
amasaste,-8.231103
amasanse,-8.601502
amaDiste,-8.072445
amaDinse,-9.09532
amaDonse,-8.309328
amaDunse,-9.978854
alesetjon,-9.212546
alekotjon,-12.30551
alenetjon,-9.541006
alenotjon,-12.22568
alexetjon,-8.850534
aleGotjon,-11.84959
aleDetjon,-10.8654
aleDotjon,-14.09902
alesetjon,-9.212546
alesotjon,-12.08599
aBisnaDo,-8.958967
aBiknaDo,-10.80317
aBimnaDo,-9.632133
aBinnaDo,-8.945507
aBignaDo,-8.836818
aBisnaDo,-8.958967
aBesnaDo,-8.719769
aBeknaDo,-10.92427
aBemnaDo,-9.265982
aBesnaDo,-8.719769
aluskamenta,-9.814148
aluskamanto,-10.60981
aluskalento,-10.47312
aluskaxento,-10.69748
aluskasento,-10.28735
aluskaRento,-10.08415
aluskaDento,-10.48067
aluskanento,-11.03027
aluskatento,-10.46834
alusfamenta,-13.63007
aluskanjento,-11.48696
aluskaDjento,-11.31776
aluskaljento,-11.15704
aluslanjento,-13.54926
aluslaDjento,-13.33522
aluslaljento,-14.25274
alusmanjento,-12.56573
alusmaljento,-12.47224
alusmaDjento,-12.6798
aluskanjento,-11.48696
aBoRDaR,-7.219774
aBektaR,-8.213746
aBeRDaR,-7.324103
aBandaR,-6.011624
aBalDaR,-7.347222
aDoRDaR,-6.750288
aDektaR,-8.22012
aDeRDaR,-8.035727
aDultaR,-7.337078
aBekte,-7.738769
aDekte,-7.745143
aDulte,-6.490059
asekte,-6.879124
asulte,-6.734743
aBekte,-7.738769
aBulte,-5.815646
atifjaRaDo,-9.353708
atixjaRaDo,-9.478078
atiDjaRaDo,-8.665973
atipjeRaDo,-9.584959
atipjaRaDo,-9.630789
atiBjaRaDo,-8.487839
asefjaninte,-13.16012
asefjaRante,-11.21992
asexjaninte,-12.81713
asexjaRante,-10.87693
asexjoRinte,-13.19706
asexjolinte,-12.35966
amisio,-8.914126
amiRio,-7.518214
aminio,-9.039471
amilio,-7.99243
amisio,-8.914126
amesio,-8.881705
ameRio,-7.204892
amenio,-9.084279
amelio,-7.748756
amesio,-8.881705
amasino,-8.51425
amasilo,-8.214083
amasiRo,-9.194409
amasiso,-8.493746
amasiBo,-7.989642
amasika,-8.136451
amasito,-7.586656
amaRino,-8.212564
amaRilo,-8.37066
amaRiRo,-8.741056
amafRiDo,-10.0593
amapRiDo,-10.20311
amakliDo,-9.163665
amapliDo,-9.56378
amaDRiDo,-9.067132
amaBliDo,-8.555986
amaGRiDo,-9.779776
amaGliDo,-10.69766
akao,-6.917102
aBao,-6.700868
aRao,-7.19601
aDao,-7.622342
akao,-6.917102
asao,-7.196773
aleapoka,-10.59469
aleapuka,-11.70591
aleasoka,-10.06305
aleasuka,-10.36256
aleamoka,-9.609412
aleamuka,-11.56087
alealoka,-9.02677
alealuka,-9.704005
aleaGoka,-11.63585
aleaGuka,-12.27254
ekaaR,-9.26295
ekoaR,-7.139522
eseoR,-6.764819
eBoaR,-8.479256
eBeoR,-7.461587
eBaaR,-8.259903
eRoaR,-8.305255
akaraR,-6.891481
alopRiaDa,-10.89769
alopRoaDa,-11.49379
aloBliaDa,-11.58379
alokliaDa,-11.41846
alokloaDa,-12.38395
amifReoR,-11.40621
amipRoaR,-12.65207
amipReoR,-11.61224
amikloaR,-13.10507
amikleoR,-11.56304
amiploaR,-13.16851
amipleoR,-11.56375
amiDRooR,-11.778
asepa,-6.708422
asesa,-6.214421
asefa,-8.418857
asexa,-6.714056
aseka,-6.618069
asela,-5.162899
aseBa,-6.319132
aseBa,-6.319132
asema,-6.778537
elokatjon,-9.629323
eloRatjon,-9.838903
elonatjon,-10.33611
elomatjon,-10.29102
elotatjon,-10.30023
elikatjon,-9.417824
eliRatjon,-10.70456
elinatjon,-10.0581
elimatjon,-9.739504
elitatjon,-10.01296
amiDaDa,-7.185441
amiRaDa,-7.088655
aminaDa,-6.208352
amimaDa,-8.063864
amikaDa,-6.846968
amitaDa,-6.452922
afiDaDa,-7.407104
afiRaDa,-6.693245
afinaDa,-6.202026
afimaDa,-8.173688
asipaR,-6.988642
asisaR,-6.550204
asifaR,-8.355541
asiGaR,-6.760215
asiYaR,-8.423124
asiRaR,-7.130539
asisaR,-6.550204
asixaR,-7.404294
asikaR,-6.56489
alekalita,-9.237207
alekalina,-9.420452
alekalisa,-9.020573
alekaliYa,-11.33111
alekalima,-9.991391
alekaliBa,-9.289005
alekaliGa,-9.894295
alekalisa,-9.020573
alekalipa,-11.26818
alekalila,-10.96982
amiriDa,-9.4882
asiskapaDo,-10.06211
asiskasaDo,-9.873272
asiskaxaDo,-10.41633
asispapaDo,-10.85319
asispasaDo,-10.37473
asispaxaDo,-10.70627
asislapaDo,-11.56653
asislasaDo,-10.43143
asislaxaDo,-11.02871
asisDapaDo,-12.96907
aBetos,-6.564997
aDetos,-7.405403
aBetes,-6.696519
aDetes,-7.536925
asetos,-6.894709
asetes,-7.026231
aBetos,-6.564997
aBetes,-6.696519
apetol,-8.484253
apeten,-6.42225
aBeRnine,-9.985062
aBeRmine,-8.163364
aseRnine,-10.48223
aseRmine,-8.660534
aDeRnine,-10.69669
aDeRmine,-8.874988
aBeRnine,-9.985062
aBeRmine,-8.163364
amesxise,-12.98161
amesfise,-9.937073
atoRBisimis,-12.00637
atoRBisilis,-11.43805
atoRBisisis,-12.12412
atoRsisilis,-11.49226
atoRsisimis,-12.06058
atoRsisisis,-12.17833
atoRnisilis,-11.36881
atoRnisimis,-11.93713
atoRnisisis,-12.05488
atoRDisimes,-11.29896
akaa,-8.54432
aBaa,-6.868811
aRaa,-7.197309
aDaa,-9.336103
akaa,-8.54432
asaa,-7.591994
akoRxiksjon,-11.07737
akoRxinsjon,-10.22893
akoRxiRsjon,-10.92347
akoRxansjon,-10.86744
akoRxaksjon,-11.94688
akoRxaRsjon,-11.0113
akoRxoksjon,-13.21284
akoRxonsjon,-11.99074
alesetita,-9.450435
alesetina,-9.560086
alesetisa,-9.573076
alesetiYa,-11.09178
alesetima,-10.10901
alesetiBa,-8.993781
alesetiGa,-9.950099
alesetisa,-9.573076
alesetipa,-11.06653
alesetila,-9.540782
amijea,-9.755854
aBaNguRa,-8.771069
aBansuRa,-7.269319
aBaNxuRa,-8.777908
aBamfuRa,-8.77808
aBanduRa,-6.75442
aBanruRa,-13.47767
aBankuRa,-14.02351
aBannuRa,-12.02603
aBanmuRa,-8.331802
aBanluRa,-11.29573
asenkulisto,-13.47096
asemfulisto,-12.47671
asennulisto,-14.91999
aseNgulisto,-11.47084
asendulisto,-11.31673
asensulisto,-11.4664
asenmulisto,-11.48011
atenkulisto,-13.18657
atemfulisto,-12.11529
atankulista,-17.31101
atamfulista,-12.96211
atannulista,-15.17774
ataNgulista,-11.04647
atandulista,-10.75073
atansulista,-11.29987
atanmulista,-11.57127
amankulista,-17.44157
amamfulista,-13.56511
apondaR,-7.362542
apindaR,-7.681443
apundaR,-7.142249
akoktaR,-8.386671
akoptaR,-7.376376
akontaR,-6.262148
akosnaR,-9.453034
akoltaR,-7.117998
aseRDaR,-7.821273
aDindoso,-9.451082
apinkoto,-14.15587
apindoto,-7.767339
apankoto,-15.34647
apandoto,-6.805746
apunkoto,-14.15278
apundoto,-7.228145
aponkoto,-15.1167
apondoto,-7.448438
aBiRtoto,-10.23934
aDiteniR,-10.861
aDineneR,-10.86745
aDinesiR,-9.966915
aDileneR,-11.50036
aDilesiR,-10.68502
aDeneniR,-10.84242
aDeleniR,-10.73121
apiseniR,-10.16388
apiReniR,-9.936652
apileniR,-10.54744
amiDemfja,-10.36261
amiDeNxja,-12.80631
amiDensjo,-8.653601
amiDendja,-9.570404
amiDensja,-8.984905
amiRemfja,-9.693598
amiReNxja,-12.18383
amiRensjo,-8.814519
amiRendja,-9.731322
amiRensja,-9.145822
amitiBa,-7.233392
amitisa,-7.812687
amitila,-7.780393
amitisa,-7.812687
afitiBa,-8.131346
afitila,-8.678347
afitisa,-8.71064
afitisa,-8.71064
asitiBa,-7.281799
asitila,-7.8288
alesiseto,-9.981129
alesiseno,-9.577611
alesiseso,-9.863857
alesiseYo,-9.277848
alesiseBo,-10.09054
alesisemo,-9.365579
alesiseBo,-10.09054
alesiseGo,-9.38898
alesisepo,-10.13048
alesisexo,-10.10302
aBikon,-5.97273
aBisas,-5.485547
aBakas,-6.012029
aBasal,-6.402248
aDikon,-6.190493
aDisas,-6.299336
aDakas,-6.794829
aDasal,-6.706725
asikon,-6.421874
asisas,-6.18229
aBase,-4.725996
aDase,-5.030473
asase,-5.784121
aGase,-5.218668
akase,-5.14502
akale,-4.98695
akane,-6.12615
aBale,-4.664707
aBane,-5.480132
amaGaDaR,-9.140402
amasaDaR,-8.694294
amaDaDaR,-8.443111
amaRaDaR,-8.02097
amanaDaR,-8.398743
amamaDaR,-9.126189
amakaDaR,-8.992744
amataDaR,-8.250929
ameGaDaR,-9.581632
amesaDaR,-8.73845
alekaljenta,-10.70577
alekasjenta,-10.10945
alekaDjenta,-10.86649
alekanjenta,-11.03569
alekatjenta,-10.95507
aleRaljenta,-10.72311
aleRasjenta,-9.511593
aleRaDjenta,-10.4165
aleRanjenta,-10.39684
aleRatjenta,-10.45325
amekaDa,-8.302954
ameBaDa,-9.011719
ameGaDa,-8.072929
amexaDa,-7.122067
amefaDa,-10.27545
amepaDa,-9.379328
amesaDa,-7.229747
ameBaDa,-9.011719
afekaDa,-7.060525
aBja,-4.911259
axja,-5.488306
aBja,-4.911259
aDja,-5.25006
amja,-5.229265
asja,-4.196202
afja,-4.387334
aBje,-5.177252
anwe,-7.619369
asafeRaDo,-8.759762
asaxeRaDo,-8.47305
asaDeRaDo,-8.293062
asapeRaDo,-8.711716
asaBeRaDo,-8.263019
asaBeRaDo,-8.263019
atafeRaDo,-8.683815
ataxeRaDo,-8.231531
ataDeRaDo,-7.911643
atapeRaDo,-8.448149
aBopotaloDa,-14.92101
aBopotaloBa,-14.62485
aBoposaloDa,-14.69196
aBoposaloBa,-14.3958
aBopoRaloDa,-14.53784
aBopoRaloBa,-14.24168
aBopokaloDa,-15.07456
aBopokaloBa,-14.7784
aBoRotaloDa,-13.04778
aBoRotaloBa,-12.75162
akRefaljenta,-12.50921
akRefasjenta,-12.02955
akRefaDjenta,-13.06341
akRefanjenta,-13.08953
akRefatjenta,-12.70708
akReRaljenta,-12.50176
akReRasjenta,-11.29024
akReRaDjenta,-12.19515
akReRanjenta,-12.17549
akReRatjenta,-12.2319
aflisaR,-7.382627
afRisaR,-7.541871
akRisaR,-6.769322
aDRisaR,-7.847165
aGRisaR,-7.372695
aBlisaR,-6.362313
aklisaR,-7.042188
atRisaR,-7.055628
akRekaljenta,-12.20629
akRekasjenta,-11.60997
akRekaDjenta,-12.36701
akRekanjenta,-12.5362
akRekatjenta,-12.45558
akRefaljenta,-12.50921
akRefasjenta,-12.02955
akRefaDjenta,-13.06341
akRefanjenta,-13.08953
akRefatjenta,-12.70708
aplindaR,-8.402377
aplundaR,-9.591543
aplondaR,-9.511419
aDRojDeR,-10.75726
aBlojDeR,-10.68297
atRojDeR,-9.524346
aDRojko,-9.786989
akRexaljenta,-12.12481
akRexasjenta,-11.49949
akRexaDjenta,-11.98512
akRexanjenta,-12.30592
akRexatjenta,-12.7307
akRefaljenta,-12.50921
akRefasjenta,-12.02955
akRefaDjenta,-13.06341
akRefanjenta,-13.08953
akRefatjenta,-12.70708
aflimaR,-8.213095
afliGaR,-8.00648
afRimaR,-8.007568
afRiGaR,-8.018896
akRimaR,-7.23502
akRiGaR,-7.246348
aDRimaR,-8.312863
aDRiGaR,-8.324191
aGRimaR,-7.838393
aGRiGaR,-7.849721
afleDaDRe,-12.08086
afleDatRe,-12.17314
afleDaple,-12.01263
afleDafle,-12.86461
