item,logprob
asula,-3.9884533
aBusol,-5.5642603
apusol,-5.6487493
akukos,-6.2175203
akukon,-5.6208573
akusos,-5.7017313000000005
aBJunda,-7.136023300000001
aBJeRDa,-8.2157593
aBJenda,-6.9627403
aBJeska,-7.395225300000001
aBwaRso,-7.615169300000001
aswaRto,-6.5134593
aswanto,-6.5337053
asjunto,-8.5705233
eBa,-2.2097864
eBa,-2.2097864
eDa,-2.5286024
eDa,-2.5286024
ema,-2.1174024
ema,-2.1174024
ela,-2.0729554
ela,-2.0729554
esa,-1.7186124
esa,-1.7186124
eBa,-2.2097864
eBa,-2.2097864
eDa,-2.5286024
eDa,-2.5286024
ema,-2.1174024
ema,-2.1174024
ela,-2.0729554
ela,-2.0729554
esa,-1.7186124
esa,-1.7186124
alexaljenta,-9.5646323
alexasjenta,-8.7726463
alexaDjenta,-8.8383433
alexanjenta,-9.5422123
alexatjenta,-9.0809573
alekaljenta,-8.779863299999999
alekasjenta,-8.5862723
alekaDjenta,-8.672926299999999
alekanjenta,-9.1690393
alekatjenta,-8.854136299999999
aRipaR,-5.0516253
aRisaR,-5.2298423000000005
aRixaR,-5.908383300000001
aRikaR,-4.5330143000000005
aRiBaR,-5.1574273
aRimaR,-5.1922613
asipaR,-4.8522133
alefeniRa,-9.049708299999999
alefeDiRa,-9.037601299999999
alefenika,-7.7163262999999995
alefemiRa,-8.6801473
alefeDika,-8.1557783
aleneniRa,-8.9223033
aleneDiRa,-8.748074299999999
alenenika,-7.5846963
alenemiRa,-8.6373103
aleneDika,-7.8656753
amopexesisto,-11.3294423
amopexesisto,-11.3294423
amopeDesisto,-11.1814023
amoRexesisto,-10.765192299999999
amoRexesisto,-10.765192299999999
amoReDesisto,-10.6018323
amoxexesisto,-12.3654023
amoxexesisto,-12.3654023
amoxeDesisto,-12.3858023
amoBexesisto,-11.156572299999999
amopexesisma,-11.6554223
amopexesisma,-11.6554223
amopeDesisma,-11.5073723
amoRexesisma,-11.0911723
amoRexesisma,-11.0911723
amoReDesisma,-10.9278023
amoxeDesisma,-12.7117823
amoBexesisma,-11.4825523
alefeniko,-7.8989433
alefeDiko,-8.3306433
aleneniko,-7.767310300000001
aleneDiko,-8.040537299999999
alexeniko,-7.026095300000001
alexeDiko,-7.906931300000001
aleseniko,-7.090140300000001
aleseDiko,-6.9850193
alepeniko,-8.034570299999999
alepeDiko,-7.6527012999999995
aleBeminoR,-9.548792299999999
aleBemimoR,-10.6260523
aleBemiGoR,-10.1075523
aleBemisoR,-9.8648923
aleBemiloR,-10.325122299999999
aleBominaR,-8.823197299999999
aleBomisoR,-9.4573623
aleBomimaR,-10.3231723
aleBomiGaR,-9.6201923
aleBomisaR,-9.3862623
aBiCaR,-6.221367300000001
aRiCaR,-6.4166403
aDiCaR,-5.5151773
aleRenaDo,-7.8141373
aleRemaDo,-8.1517593
aleRelaDo,-8.3438033
alesenaDo,-7.366963300000001
alesemaDo,-7.8250793
aleselaDo,-7.6115173
aloRenaDo,-7.768445300000001
aloRemaDo,-8.038296299999999
aloRelaDo,-8.2243633
alosenaDo,-7.949052300000001
amiRBaDa,-8.1524673
amiRGaDa,-7.9555432999999995
amiRsaDa,-8.6307903
amiRmaDa,-7.8453542999999994
amiRlaDa,-8.0920483
amiRkaDa,-8.393786299999999
alesBaRaDo,-8.8596933
alesfaRaDo,-9.2118123
alesDaRaDo,-10.4805523
alesmaRaDo,-8.9085313
alelfaRaDo,-9.6856823
alelGaRaDo,-9.650332299999999
alelDaRaDo,-11.0211423
alelsaRaDo,-10.2005523
atalBaR,-6.473050300000001
atalfaR,-6.4501993
atalBaR,-6.473050300000001
akuRGaR,-6.6437813000000006
akuRxaR,-7.6980823
akuRBaR,-6.657291300000001
akuRBaR,-6.657291300000001
aleRniRaDo,-9.352792299999999
aleRnimaDo,-9.031294299999999
aleRDiRaDo,-9.1443563
aleRDimaDo,-9.4901523
aleRmiRaDo,-8.879846299999999
aleRmimaDo,-9.395222299999999
aliRniRaDo,-10.9186923
aliRnimaDo,-10.594402299999999
aBesto,-4.7537943
aBusto,-4.8956803
aBisto,-4.5117783000000005
aRisto,-4.7968333
aResto,-4.3216263
aDesto,-4.5508353
aDisto,-4.8024313
alisto,-4.2536603
alusto,-4.7324703
aleGanaDaR,-9.2008323
aleGalaDaR,-9.7049123
alesanaDaR,-9.5420923
alesalaDaR,-9.4603123
aleBanaDaR,-9.5132823
aleBalaDaR,-9.396582299999999
aleBanaDaR,-9.5132823
aleBalaDaR,-9.396582299999999
amaBanoR,-8.011171299999999
alesisjoDaR,-11.1656423
alesisjeDaR,-11.6030123
alisisjoDaR,-10.8727523
alisisjeDaR,-11.3101223
amanitwiR,-8.783877299999999
amanitjeR,-8.1704143
aRiko,-3.7276883
asiko,-3.7186692999999997
amiko,-3.7746443
atiko,-3.3618393
aniko,-3.5032583
asika,-3.5526933
asila,-3.8558963
aBiko,-3.8781063000000002
aBilo,-4.1359523000000005
aBisa,-3.6930273000000002
alekaljenta,-8.779863299999999
alekasjenta,-8.5862723
alekaDjenta,-8.672926299999999
alekanjenta,-9.1690393
alekatjenta,-8.854136299999999
alefaljenta,-9.0696813
alefasjenta,-8.668418299999999
alefaDjenta,-9.317232299999999
alefanjenta,-9.514212299999999
alefatjenta,-9.213342299999999
aBinaR,-5.1220643
aRinaR,-4.9428003
aDinaR,-5.2362793000000005
alinaR,-4.6306263
asinaR,-4.8672033
aminaR,-4.5533853
aBinaR,-5.1220643
aninaR,-5.319762300000001
apinaR,-5.3062363
axinaR,-5.4024703
asiRa,-4.5389783
asika,-3.5526933
asina,-3.6401723
aBaka,-3.9402873
aBana,-3.9028083
aBiRo,-4.5078113
aBino,-4.2955983
aRaRa,-4.276350300000001
aRaka,-3.8556192999999994
alejkamaDa,-10.281332299999999
alejkaGaDa,-11.2644123
alejkaRaDa,-9.9891223
alejkaDaDa,-10.277682299999999
aBseDiR,-7.0800333
abneDiR,-10.1919323
abDeDiR,-7.698634300000001
agmeDiR,-8.8420773
aGleDiR,-7.7622913
apseDiR,-8.101273299999999
admeDiR,-7.465266300000001
admisiDRe,-7.748507300000001
admisitRe,-8.1800473
admisiple,-8.2673483
admisifle,-8.5307903
admisiBRe,-8.018273299999999
admimiBle,-8.9915313
admiDiBle,-8.2482153
aksesum,-7.1439443
aBseko,-5.822659300000001
abDeko,-6.041771300000001
abneko,-8.2158833
asleko,-6.2837263000000005
asfeko,-5.3379563
asmeko,-6.1086853
admisoRjo,-7.6216503
admimoRja,-8.524843299999999
admemoRjo,-8.965630299999999
admeDoRjo,-8.8632163
aDBisoRjo,-7.9652123
aDBimoRja,-8.6960883
aDBiDoRja,-7.7730603
aDBemoRjo,-8.1409673
aDBeDoRjo,-7.733948300000001
admisoRja,-7.6903753
admimoRjo,-8.4561353
admemoRja,-9.0343393
admeDoRja,-8.9319443
aDBisoRja,-8.0339373
aDBimoRjo,-8.6273793
aDBiDoRjo,-7.704333300000001
aDBemoRja,-8.2096763
aDBeDoRja,-7.8026753
atmisistaDa,-10.709972299999999
atnisistaDa,-11.110262299999999
admisistaDa,-9.471562299999999
aDBisistaDa,-9.8162723
abDisistaDa,-10.4379523
aBsisistaDa,-10.357962299999999
abnisistaDa,-12.8624923
