word,word_shape,word_phono,length,frequency_bin,real_wbps,real_mbps,real_wbos,real_mbos,nonword1,nonword1_phono,nonword1_wbps,nonword1_mbps,nonword1_wbos,nonword1_mbos,nonword2,nonword2_phono,nonword2_wbps,nonword2_mbps,nonword2_wbos,nonword2_mbos,nonword3,nonword3_phono,nonword3_wbps,nonword3_mbps,nonword3_wbos,nonword3_mbos
abadejo,VCVCVCV,aBaDexo,7,<10,-1.200830875,-1.02383315,-1.032982875,-0.9842432375,amasema,amasema,-1.119467125,-0.898794525,-1.146725125,-0.9257426125,amasepa,amasepa,-1.11070275,-0.9253739,-1.181543875,-0.9812921125,amaseba,amaseBa,-1.0620415,-0.953674275,-1.22268325,-1.0501471125
abadesa,VCVCVCV,aBaDesa,7,<10,-0.922396125,-0.867020525,-0.958501875,-0.8587997375,amamelo,amamelo,-0.904640625,-1.004391025,-0.90965375,-0.9808163625,amaselo,amaselo,-0.88529775,-0.93589315,-0.91934975,-0.9738647375,amalevo,amaleBo,-0.96859825,-0.920838775,-0.95877775,-0.9014677375
abadía,VCVCVV,aBaDia,6,<10,-0.9315032857142856,-0.9289013142857142,-0.9549525714285716,-0.8983597000000001,amirío,amiRio,-1.0740305714285714,-1.019636742857143,-1.000346857142857,-0.9390002714285716,,,,,,,,,,,,
abajo,VCVCV,aBaxo,5,10-100,-0.8972988333333333,-0.8999790333333332,-0.8550573333333333,-0.8849123166666667,avizo,aBiso,-0.9366338333333334,-0.8498500333333334,-1.020445,-1.0243638166666666,,,,,,,,,,,,
abalorio,VCVCVCVV,aBaloRjo,8,<10,-0.8903212222222222,-0.8497701333333334,-0.948355111111111,-0.9056422111111112,amageria,amaxeRja,-0.9663441111111112,-0.8773558000000001,-0.9528687777777776,-0.9127153222222222,amagenio,amaxenjo,-1.0162185555555556,-0.8958684666666668,-1.1249177777777777,-0.943757988888889,amasocia,amasosja,-1.0461413333333334,-0.8882388000000001,-1.0292291111111112,-0.8854887666666666
abandono,VCVCCVCV,aBandono,8,10-100,-0.7492485555555555,-0.8549361333333335,-0.8010776666666666,-0.8938582111111112,adortono,aDoRtono,-0.9386102222222222,-0.8795494666666668,-0.9631135555555556,-0.8974729888888889,,,,,,,,,,,,
abanico,VCVCVCV,aBaniko,7,<10,-0.82175275,-0.8313454,-0.8566735,-0.8691312375000001,acalina,akalina,-0.871085375,-0.79425415,-0.89747075,-0.7909118625,acarina,akaRina,-0.8874295,-0.808639275,-0.902330125,-0.7850671125,acacina,akasina,-0.920725125,-0.801416025,-0.9679095,-0.8659581125000001
abanto,VCVCCV,aBanto,6,<10,-0.7499418571428571,-0.8028938857142857,-0.7838241428571429,-0.8432378428571429,avisto,aBisto,-0.858036,-0.7988234571428572,-0.8478518571428572,-0.8094321285714285,aresto,aResto,-0.9112957142857142,-0.8102213142857142,-0.8860252857142857,-0.8009838428571429,avesto,aBesto,-0.9146522857142856,-0.8349354571428572,-0.9313834285714284,-0.8606762714285715
abarca,VCVCCV,aBaRka,6,10-100,-0.8861638571428572,-0.8402683142857141,-0.9244477142857144,-0.8392902714285715,apersa,apeRsa,-0.9065141428571428,-0.7784286,-0.960743,-0.8171911285714286,avisca,aBiska,-0.9259068571428573,-0.8169620285714286,-0.9229961428571428,-0.8503105571428572,aversa,aBeRsa,-0.9308182857142856,-0.7731961714285713,-0.9990995714285714,-0.8603442714285715
abarcado,VCVCCVCV,aBaRkaDo,8,<10,-0.7695506666666667,-0.8520592444444445,-0.8026678888888888,-0.8567167666666666,apinsado,apinsaDo,-0.8056663333333334,-0.897923688888889,-0.8608093333333333,-0.9142038777777776,apulsado,apulsaDo,-0.7310914444444445,-0.8606552444444444,-0.7735078888888889,-0.8953245444444445,apismado,apismaDo,-0.8646333333333334,-0.9056881333333332,-0.8596507777777778,-0.8906551
abarcar,VCVCCVC,aBaRkaR,7,<10,-0.85109825,-0.885755525,-0.88527775,-0.8855449875,apersar,apeRsaR,-0.866385875,-0.874118275,-0.931444,-0.9185861125,aviscar,aBiskaR,-0.885873375,-0.865525775,-0.884007625,-0.8947441125,aversar,aBeRsaR,-0.887651875,-0.869539775,-0.965005875,-0.9563449875
abasto,VCVCCV,aBasto,6,<10,-0.8207329999999999,-0.8742381714285715,-0.8483,-0.8488912714285715,aconto,akonto,-0.8104418571428571,-0.7974378857142858,-0.8189532857142857,-0.8013405571428571,acorto,akoRto,-0.9290754285714286,-0.8632533142857142,-0.9324177142857144,-0.8599284142857143,acolto,akolto,-0.9724677142857142,-0.9125230285714286,-0.998491,-0.9428598428571427
abatida,VCVCVCV,aBatiDa,7,<10,-0.81032575,-0.8569996499999999,-0.81586875,-0.8732593625,amelido,ameliDo,-0.875151625,-0.8856091500000001,-0.87798725,-0.8914337375000001,aminido,aminiDo,-0.889471,-0.846286025,-0.8950625,-0.8672176125000001,amecido,amesiDo,-0.892060625,-0.8620422750000001,-0.93286975,-0.8973201125000001
abatido,VCVCVCV,aBatiDo,7,<10,-0.81955475,-0.8605989,-0.82054925,-0.8860788625,amelida,ameliDa,-0.865922625,-0.8819372750000001,-0.87330675,-0.8767664875000001,aminida,aminiDa,-0.880242,-0.84263515,-0.890382,-0.8529084875,amesida,amesiDa,-0.882831625,-0.8583647750000001,-0.986866125,-0.9091879875
abatir,VCVCVC,aBatiR,6,<10,-0.9182065714285714,-0.9408970285714284,-0.9207695714285714,-0.9879995571428573,avaner,aBaneR,-0.9667732857142858,-0.9214551714285714,-1.1147437142857144,-1.041157557142857,aganer,aGaneR,-1.0390652857142857,-0.947873742857143,-1.0521805714285717,-0.9807175571428572,avirir,aBiRiR,-1.0632857142857142,-1.0787306,-1.1066431428571428,-1.1066039857142858
abdicar,VCCVCVC,abDikaR,7,<10,-0.865469375,-0.855106275,-0.9833035,-0.9628051125,agracar,aGRakaR,-0.877645375,-0.8288480250000001,-0.885635375,-0.8491137375000001,,,,,,,,,,,,
abedul,VCVCVC,aBeDul,6,<10,-1.201904,-1.0314668857142857,-1.2559728571428572,-1.0304897000000002,adeden,aDeDen,-1.1583172857142858,-1.0850851714285716,-1.157668857142857,-1.0293612714285716,asedin,aseDin,-1.1420184285714283,-0.9753538857142858,-1.2991197142857145,-1.064938842857143,avedin,aBeDin,-1.1298128571428572,-0.9970481714285714,-1.2656507142857143,-1.0881197
abeja,VCVCV,aBexa,5,<10,-1.1172958333333334,-0.9088028666666668,-1.1940526666666669,-0.9408129833333332,acepo,asepo,-1.1117818333333334,-0.9678098666666668,-1.035782166666667,-0.95342215,acevo,aseBo,-1.1051265,-0.9822210333333334,-1.2328936666666668,-0.99701065,acezo,aseso,-1.0673455,-0.8891843666666667,-1.3842398333333332,-1.0832154833333334
abejorro,VCVCVCCV,aBexoro,7,<10,-1.3161775,-1.067487775,-1.130648888888889,-0.956161988888889,apibocho,apiBoCo,-1.2902975,-1.159130525,-1.274178888888889,-1.1008358777777778,,,,,,,,,,,,
abejón,VCVCVC,aBexon,6,<10,-1.117022142857143,-1.0048890285714285,-1.1890684285714286,-1.0172422714285716,abeñál,aBeYal,-1.120865714285714,-1.1142443142857144,-1.1652275714285716,-1.1329495571428574,abemál,aBemal,-1.1109074285714289,-0.9411096,-1.2046392857142858,-0.9911552714285714,avejál,aBexal,-1.137437,-1.0321976,-1.0594162857142857,-0.9894064142857144
abertura,VCVCCVCV,aBeRtuRa,8,<10,-0.8038067777777778,-0.7692276888888889,-0.8985201111111112,-0.8307823222222223,agandura,aGanduRa,-0.8067182222222222,-0.8784224666666667,-0.8277705555555556,-0.8834735444444445,avandura,aBanduRa,-0.7504911111111111,-0.8556433555555556,-0.8764307777777778,-0.9342762111111113,adandura,aDanduRa,-0.8892871111111111,-0.920200688888889,-0.8862117777777778,-0.9135581
abeto,VCVCV,aBeto,5,<10,-1.0319388333333337,-0.9184330333333331,-1.0882243333333337,-0.9471424833333334,añera,aYeRa,-1.0244521666666666,-0.9209003666666667,-1.015845,-0.92652365,adena,aDena,-1.0526101666666667,-0.8683796999999999,-1.1116575,-0.8924666500000001,acena,asena,-0.9949916666666666,-0.8175088666666666,-0.9432566666666666,-0.8214473166666667
abierta,VCVVCCV,aBjeRta,7,10-100,-0.872373625,-0.7342290250000001,-0.91681175,-0.8119853625000001,avienda,aBjenda,-0.850885625,-0.7172044,-0.811097125,-0.7726988625000001,aviarda,aBjaRDa,-0.932947375,-0.9007624,-0.94724575,-0.9826601125,adienda,aDjenda,-0.959581875,-0.8067486500000001,-0.888028375,-0.8218597375000001
abierto,VCVVCCV,aBjeRto,7,10-100,-0.90924325,-0.7819389000000001,-0.95357625,-0.8607076125,apuelto,apwelto,-1.01486725,-0.9005831500000001,-1.027109125,-0.9663331125,avuelto,aBwelto,-1.067899,-0.870072025,-1.14429775,-1.0303953625,,,,,,
abisal,VCVCVC,aBisal,6,<10,-0.9111382857142856,-0.8421873142857143,-1.1285812857142858,-0.9859554142857144,avison,aBison,-0.9257184285714286,-0.8892178857142857,-0.9818467142857142,-0.9511729857142858,avacal,aBakal,-1.0082374285714286,-0.8656127428571428,-1.032663428571429,-0.9334634142857144,avasas,aBasas,-0.7871181428571428,-1.0338268857142858,-0.9353084285714284,-1.1719674142857142
abismado,VCVCCVCV,aBismaDo,8,<10,-0.833098,-0.8530850222222222,-0.9349471111111112,-0.9250106555555556,apurbado,apuRBaDo,-0.8292964444444445,-0.8970368,-0.8813796666666667,-0.9543863222222224,apurgado,apuRGaDo,-0.8106983333333333,-0.8889760222222223,-0.8131034444444444,-0.8977035444444444,apurlado,apuRlaDo,-0.8644834444444444,-0.9560948,-0.8756095555555556,-0.9601082111111112
abismal,VCVCCVC,aBismal,7,<10,-0.9887985,-0.8943294000000002,-1.102036,-0.9754092375,abergal,aBeRGal,-0.985977625,-0.9145270250000002,-1.04443325,-0.9223413625,adarmal,aDaRmal,-0.976297125,-1.040281775,-0.963277875,-1.0033731125,agermal,axeRmal,-1.007716875,-0.940860025,-1.0395635,-0.9903371125
abismo,VCVCCV,aBismo,6,10-100,-0.9391035714285714,-0.8480581714285714,-1.0631924285714285,-0.9325601285714288,abergo,aBeRGo,-0.9501197142857144,-0.8566794571428572,-1.0409231428571428,-0.9181308428571427,aparmo,apaRmo,-0.9519181428571428,-0.8779217428571428,-0.95366,-0.8883945571428572,aborzo,aBoRso,-0.984377142857143,-0.8514981714285713,-0.9671721428571428,-0.9365701285714286
abjurar,VCCVCVC,aBxuRaR,7,<10,-1.37136,-1.241748025,-1.44348875,-1.2434891125,asbunar,asBunaR,-1.5175025,-1.279855525,-1.49111125,-1.1837328625,aslunar,aslunaR,-1.22153875,-1.173360525,-1.24739975,-1.1815416125,,,,,,
ablandar,VCCVCCVC,aBlandaR,8,<10,-0.8589698888888889,-0.9077636888888888,-0.8972115555555555,-0.9661974333333334,aflartar,aflaRtaR,-0.9196164444444443,-0.9644001333333334,-0.9212946666666666,-0.9718024333333334,acrartar,akRaRtaR,-0.9284237777777778,-1.0301471333333334,-0.9497775555555557,-1.0312425444444444,afrartar,afRaRtaR,-0.9295188888888888,-1.0253571333333331,-0.9332424444444444,-1.011664988888889
ablande,VCCVCCV,aBlande,7,<10,-0.991246125,-0.924864275,-0.952525,-0.8681636125000001,adrence,aDRense,-0.9864795,-0.8746154,-1.097255625,-0.9071129875,atlence,atlense,-0.997840375,-0.97953265,-1.09184025,-0.9898848625,aclence,aklense,-0.984553,-0.963971275,-1.098132,-0.9695568625
abnegado,VCCVCVCV,abneGaDo,8,<10,-0.9482598888888888,-1.1366782444444443,-1.0346414444444445,-1.1170647666666669,admipado,admipaDo,-0.964363222222222,-0.9811920222222223,-1.0337930000000002,-0.9827692111111112,admifado,admifaDo,-1.0267447777777778,-1.0568726888888889,-1.095398,-1.053405877777778,asmipado,asmipaDo,-1.1057867777777777,-0.9974679111111112,-1.1356822222222225,-1.0245147666666667
abocado,VCVCVCV,aBokaDo,7,<10,-0.785267,-0.840129025,-0.88624275,-0.9041357375,aminada,aminaDa,-0.776044,-0.7958795249999999,-0.785560875,-0.8086879875,amitada,amitaDa,-0.80661525,-0.8810459,-0.800276625,-0.8763248625000001,amisada,amisaDa,-0.858545,-0.863757525,-0.962937875,-0.9421076125
abocar,VCVCVC,aBokaR,6,<10,-0.8807094285714285,-0.8768770285714286,-0.9925932857142856,-0.9442211285714286,acurar,akuRaR,-0.8833871428571428,-1.0100846,-0.8877275714285714,-0.9764421285714286,acutar,akutaR,-0.8537922857142857,-0.9320246,-0.9035581428571428,-0.9601558428571428,acumar,akumaR,-0.9237604285714286,-0.9518280285714288,-0.945802,-0.9620972714285716
abogacía,VCVCVCVV,aBoGasia,8,<10,-1.097111,-0.984692577777778,-1.0261003333333332,-0.9515344333333334,elenatía,elenatia,-1.084593,-1.0266171333333334,-1.0828944444444444,-0.991945988888889,elepatía,elepatia,-1.0739806666666665,-0.9704570222222224,-1.0815318888888887,-0.9566248777777778,elecatía,elekatia,-1.070368111111111,-0.9834440222222224,-1.0689594444444444,-0.9575434333333336
abogada,VCVCVCV,aBoGaDa,7,<10,-0.9338935,-0.939474025,-0.990830875,-0.9756163625,amimado,amimaDo,-0.9706205,-0.936737275,-0.9486645,-0.9330798625,amidado,amiDaDo,-0.86081775,-0.849623775,-0.81314375,-0.7944141125,amisado,amisaDo,-0.821182625,-0.8464946499999999,-0.92122425,-0.9109307375
abogado,VCVCVCV,aBoGaDo,7,10-100,-0.896531,-0.92219065,-0.94911725,-0.9466524875,amidada,amiDaDa,-0.898180125,-0.8669130249999999,-0.854857375,-0.8220474875,amisada,amisaDa,-0.858545,-0.863757525,-0.962937875,-0.9421076125,amimada,amimaDa,-1.007983,-0.9540384,-0.990378125,-0.9615796125
abolengo,VCVCVCCV,aBoleNgo,8,<10,-1.061300777777778,-0.9621783555555556,-1.020268222222222,-0.9379817666666668,amonenfa,amonemfa,-1.0875642222222224,-0.977351688888889,-1.1035224444444445,-0.9996609888888888,amorenfa,amoRemfa,-1.032556,-0.9987210222222224,-1.1144166666666666,-0.9985887666666668,amodenfa,amoDemfa,-1.093420111111111,-1.044464911111111,-1.1073317777777776,-1.0093015444444444
abolir,VCVCVC,aBoliR,6,<10,-1.112998,-0.9988606,-1.1350142857142858,-0.9971048428571428,asoser,asoseR,-1.1340615714285711,-0.9826147428571428,-1.2686714285714285,-1.0896681285714287,avoser,aBoseR,-1.074784857142857,-0.9425224571428572,-1.2076102857142856,-1.1162625571428573,agoser,aGoseR,-1.044537,-0.9395856,-1.1548547142857142,-1.0270521285714287
abombada,VCVCCVCV,aBombaDa,8,<10,-1.043892111111111,-0.9518929111111112,-0.9686918888888888,-0.9194318777777778,adalpada,aDalpaDa,-1.0219554444444443,-0.953763688888889,-1.001395111111111,-0.9598434333333334,apirpada,apiRpaDa,-0.9966917777777778,-0.9361843555555556,-1.0069665555555556,-0.9536707666666666,adalvada,aDalBaDa,-0.9901546666666666,-0.9634686888888888,-0.9660877777777775,-0.9872493222222224
abombado,VCVCCVCV,aBombaDo,8,<10,-1.0106811111111111,-0.9365026888888888,-0.9316131111111112,-0.8936048777777779,adalpado,aDalpaDo,-0.9887443333333334,-0.938369577777778,-0.9643163333333332,-0.9351303222222224,apirpado,apiRpaDo,-0.9634807777777776,-0.9207904666666666,-0.9698877777777776,-0.9289645444444444,adalvado,aDalBaDo,-0.9569436666666667,-0.948100688888889,-0.9290088888888888,-0.9605789888888888
abominar,VCVCVCVC,aBominaR,8,<10,-0.9940218888888888,-0.9074270222222224,-0.9119971111111111,-0.8793304333333334,amibitar,amiBitaR,-1.0620192222222222,-1.0293393555555557,-1.0547325555555556,-1.044366988888889,amibicar,amiBikaR,-1.0944277777777778,-1.0017281333333332,-1.0591077777777778,-1.0192381,amibilar,amiBilaR,-1.096931,-1.019001577777778,-1.0752733333333333,-1.0417025444444443
abonada,VCVCVCV,aBonaDa,7,<10,-0.88171275,-0.879026775,-0.902558875,-0.8924361125,amilado,amilaDo,-0.891668125,-0.85499715,-0.865281875,-0.8560619875000001,amedado,ameDaDo,-0.866593875,-0.8737236500000001,-0.834315125,-0.8077859875000001,amesado,amesaDo,-0.866355875,-0.9104719,-0.93230125,-0.9552597375
abonado,VCVCVCV,aBonaDo,7,<10,-0.844350375,-0.861741275,-0.860845125,-0.8633758625000001,amerada,ameRaDa,-0.842378375,-0.8292422749999999,-0.853340125,-0.8571666125,amicada,amikaDa,-0.855871,-0.838580525,-0.85562075,-0.8589832375,amisada,amisaDa,-0.858545,-0.863757525,-0.962937875,-0.9421076125
abonar,VCVCVC,aBonaR,6,<10,-0.9741152857142856,-0.9497174571428572,-0.9910445714285716,-0.9560469857142858,avular,aBulaR,-0.9125694285714284,-0.8562457428571429,-1.0742705714285714,-1.0200617,acurar,akuRaR,-0.8833871428571428,-1.0100846,-0.8877275714285714,-0.9764421285714286,acucar,akukaR,-1.0732021428571428,-0.9962336,-0.9979705714285716,-0.9918418428571428
abono,VCVCV,aBono,5,<10,-1.0587145,-0.9106600333333336,-1.0755685,-0.9361313166666668,acoca,akoka,-1.0459743333333331,-0.8623630333333333,-1.030871,-0.8786769833333334,aroca,aRoka,-1.0964993333333333,-0.9598245333333332,-0.9982526666666668,-0.9380829833333334,adoca,aDoka,-1.125393,-0.8019140333333334,-1.052623833333333,-0.7971399833333334
abordaje,VCVCCVCV,aBoRDaxe,8,<10,-1.0721166666666668,-0.9044456888888888,-1.0527357777777775,-0.9776196555555556,apispaje,apispaxe,-1.073677,-0.9929443555555556,-1.0338564444444445,-0.9748375444444446,apinmaje,apinmaxe,-1.0635032222222225,-0.9963472444444444,-1.1432455555555556,-1.0202381,apiscaje,apiskaxe,-1.0414614444444446,-0.9565464666666668,-1.0103635555555557,-0.939564877777778
abordar,VCVCCVC,aBoRDaR,7,10-100,-0.90247175,-0.960617775,-0.918164875,-0.9832347375,avaldar,aBalDaR,-0.91840275,-1.025268775,-0.97646,-1.0546393625,adaldar,aDalDaR,-1.0757165,-1.11524215,-1.03970625,-1.0730853625,,,,,,
abordo,VCVCCV,aBoRDo,6,<10,-0.8528135714285714,-0.8137097428571428,-0.8779622857142858,-0.8264214142857143,avaldo,aBalDo,-0.8933421428571429,-0.8901356,-0.9669785714285714,-0.9482904142857144,,,,,,,,,,,,
aborigen,VCVCVCVC,aBoRixen,8,<10,-0.9577784444444444,-0.9085493555555556,-0.9788741111111112,-0.942603877777778,aponifan,aponifan,-0.9973303333333332,-1.036264911111111,-0.98976,-1.0355225444444445,aponimin,aponimin,-1.0093664444444446,-0.9283790222222223,-1.0042662222222225,-0.9539015444444444,agonifan,aGonifan,-1.024853111111111,-1.0303071333333331,-1.0476522222222222,-1.0546803222222223
aborrecer,VCVCCVCVC,aBoreseR,8,<10,-1.0636357777777778,-0.9005824666666667,-0.9323478,-0.8761830899999999,apollenir,apojeniR,-1.145487777777778,-1.0493804666666666,-1.0890650000000002,-1.05826829,,,,,,,,,,,,
abortar,VCVCCVC,aBoRtaR,7,<10,-0.831086,-0.8589354,-0.854866375,-0.8853348625,avultar,aBultaR,-0.832833,-0.86566715,-0.97897075,-0.9993644875,avaltar,aBaltaR,-0.815319125,-0.91062465,-0.88133675,-0.9643937375,agultar,aGultaR,-0.881983125,-0.942897775,-0.829093,-0.9084562375
aborto,VCVCCV,aBoRto,6,<10,-0.908655,-0.8066795999999999,-0.932653,-0.8342537,avulto,aBulto,-0.90742,-0.8104027428571428,-1.0713384285714285,-0.9717444142857145,avalto,aBalto,-0.8874041428571429,-0.8569174571428572,-0.9597567142857144,-0.9245305571428571,agulto,aGulto,-0.9635914285714284,-0.8986658857142859,-0.9000495714285714,-0.8678484142857144
abotonar,VCVCVCVC,aBotonaR,8,<10,-0.9630923333333332,-0.9277670222222222,-0.9623691111111112,-0.935943988888889,amisenar,amisenaR,-1.022243888888889,-0.9397612444444444,-1.063919111111111,-0.9747329888888888,amisolar,amisolaR,-1.0253577777777778,-0.9350821333333336,-1.0266147777777777,-0.9374164333333334,amisorar,amisoRaR,-1.0372101111111112,-1.0065900222222224,-1.0468262222222222,-1.0003774333333333
abrasar,VCCVCVC,aBRasaR,7,<10,-0.888727125,-0.923007525,-0.94688,-0.9437929875,aflicar,aflikaR,-0.924926875,-0.90207265,-0.926250875,-0.8990791125,africar,afRikaR,-0.929392125,-0.87702415,-0.939309625,-0.8805413625,acricar,akRikaR,-0.8328235,-0.808175525,-0.862557875,-0.8363467375
abrazar,VCCVCVC,aBRasaR,7,<10,-0.888727125,-0.923007525,-0.914186625,-0.9290802375,atrimar,atRimaR,-0.940165625,-0.90364965,-0.93920425,-0.9156202375,atrigar,atRiGaR,-0.941581625,-0.97269615,-0.935117625,-0.9302427375,afrimar,afRimaR,-1.000946,-0.9619215249999998,-0.9999965,-0.9656246125
abrazo,VCCVCV,aBRaso,6,<10,-0.932303,-0.8572757428571427,-0.9218158571428572,-0.8828139857142858,atrimo,atRimo,-1.0103257142857145,-0.8960307428571428,-1.009345,-0.9021587,atrigo,atRiGo,-1.0185264285714286,-0.9346233142857144,-1.018267,-0.9213131285714288,afrimo,afRimo,-1.079789,-0.9626433142857144,-1.0788217142857142,-0.9593031285714286
abrigar,VCCVCVC,aBRiGaR,7,<10,-0.919698375,-0.9580404,-0.931405875,-0.9388749875,aplamar,aplamaR,-0.9060325,-0.874978525,-0.898578875,-0.8879644875,afrazar,afRasaR,-0.97270625,-0.965194775,-0.982044625,-0.9711498625,aframar,afRamaR,-1.0076245,-0.9296504,-1.006662625,-0.9268057375
abrigo,VCCVCV,aBRiGo,6,10-100,-0.993517,-0.9178764571428571,-1.014025,-0.9311779857142858,aframo,afRamo,-1.006035,-0.9481893142857142,-1.0040702857142858,-0.9414189857142856,afrazo,afRaso,-1.028279,-0.9053674571428572,-0.9993678571428573,-0.9308945571428572,adrazo,aDRaso,-1.0715854285714286,-0.910325742857143,-1.031957,-0.9311471285714286
abril,VCCVC,aBRil,5,>100,-1.1994206666666667,-1.0085352,-1.164691,-0.9820753166666668,agrel,aGRel,-1.203412666666667,-1.1125553666666663,-1.1668585,-1.0502229833333334,acrel,akRel,-1.2397875,-1.1250047,-1.2098401666666667,-1.0456079833333334,atrel,atRel,-1.2482371666666667,-1.1360845333333334,-1.1918778333333333,-1.0418289833333334
abrir,VCCVC,aBRiR,5,10-100,-1.0435108333333334,-1.0199152,-1.0768218333333337,-1.0930643166666667,ablor,aBloR,-1.115438,-0.9631283666666668,-1.0719016666666663,-0.9538984833333334,agrer,aGReR,-1.172254666666667,-1.0297302000000002,-1.2048945,-1.065597983333333,aclor,akloR,-1.1766591666666668,-1.0660513666666669,-1.203410833333333,-1.0761269833333331
abrupto,VCCVCCV,aBRupto,7,<10,-1.1024525,-0.9269809,-1.08670675,-0.9175377375,atrolto,atRolto,-1.028669125,-0.959542275,-1.01832675,-0.9640293625,,,,,,,,,,,,
absceso,VCCCVCV,aBseso,6,<10,-1.0638785714285717,-0.9537764571428572,-1.25216875,-1.0259146125,ansceca,anseka,-1.0495282857142858,-0.8504906,-1.28531625,-1.0264099875,,,,,,,,,,,,
absorto,VCCVCCV,aBsoRto,7,<10,-1.01829525,-0.901644775,-1.03254875,-0.9111902375,amberto,ambeRto,-0.966944875,-0.8388909,-1.031733125,-0.8751844875,abdulto,abDulto,-0.941796375,-0.837169775,-1.03552075,-0.8866496125000001,abjecto,aBxekto,-1.177818375,-1.0656237750000002,-1.206026,-1.0360931125
abstemio,VCCCVCVV,aBstemjo,8,<10,-1.0993585555555556,-0.9641158,-1.1223866666666666,-0.9908083222222224,anstegia,anstexja,-1.0487989999999998,-0.9396162444444444,-1.0134218888888888,-0.9502484333333334,anstebia,ansteBja,-1.1914833333333332,-0.9935403555555556,-1.1269588888888888,-0.9897234333333332,anstevia,ansteBja,-1.1914833333333332,-0.9935403555555556,-1.1967366666666668,-0.9632055444444444
abstruso,VCCCCVCV,aBstRuso,8,<10,-1.010189,-0.9315532444444444,-1.0756464444444445,-0.9541113222222224,anstruca,anstRuka,-0.9989997777777776,-0.8926465777777778,-1.0380026666666666,-0.9071877666666668,anstrula,anstRula,-1.0269273333333333,-0.9241428,-0.9833425555555556,-0.9063304333333334,anscrusa,anskRusa,-1.0869058888888887,-1.0109089111111111,-1.104334222222222,-1.0516447666666666
abuela,VCVVCV,aBwela,6,10-100,-0.8928714285714285,-0.8127108857142858,-0.977522,-0.8962141285714287,asiosa,asjosa,-0.9110762857142856,-0.7622508857142858,-1.0983807142857145,-0.8361769857142857,asiasa,asjasa,-0.943561,-0.8177165999999999,-1.1742594285714285,-0.9303355571428572,apiasa,apjasa,-1.0106698571428572,-0.9106571714285714,-1.007806142857143,-0.9124091285714286
abuelo,VCVVCV,aBwelo,6,10-100,-0.8560547142857143,-0.8745140285714285,-0.9385964285714286,-0.9484561285714286,aciola,asjola,-0.8791612857142858,-0.8917101714285715,-0.8205220000000001,-0.8475941285714287,aciogo,asjoGo,-0.9652972857142856,-1.0249683142857144,-0.9297902857142856,-0.9129084142857145,aciezo,asjeso,-1.0204862857142858,-0.8975887428571429,-1.0146487142857143,-0.9779505571428572
abulense,VCVCVCCV,aBulense,8,<10,-0.9507046666666668,-0.8714242444444444,-0.9768678888888888,-0.9484226555555556,aculisme,akulisme,-0.8987148888888888,-0.9443633555555556,-0.9776708888888888,-1.0057187666666667,aculispe,akulispe,-1.003676111111111,-0.9272782444444444,-1.0699093333333334,-0.9980969888888888,amulisme,amulisme,-1.0470385555555557,-1.0316782444444443,-1.1098178888888888,-1.0693369888888888
abulia,VCVCVV,aBulja,6,<10,-1.041657,-0.8827247428571429,-1.050794,-0.9162587,acumio,akumjo,-1.0585755714285714,-0.9561253142857142,-1.059895,-0.9997482714285716,agusio,aGusjo,-0.9147217142857142,-0.8346986,-0.9316014285714286,-0.9034485571428572,asusio,asusjo,-0.9140118571428572,-0.849190457142857,-1.049393,-0.9482321285714288
abultado,VCVCCVCV,aBultaDo,8,<10,-0.7540407777777778,-0.8422135777777778,-0.7713288888888888,-0.8302896555555557,afarnado,afaRnaDo,-0.8987234444444445,-0.9682904666666666,-0.8967581111111111,-0.9433679888888888,,,,,,,,,,,,
abundar,VCVCCVC,aBundaR,7,<10,-0.9732835,-0.957369275,-1.061439,-1.0194732375,avuctar,aBuktaR,-0.97090625,-0.974689775,-1.1631705,-1.1870241125,averdar,aBeRDaR,-0.915512875,-0.999240025,-0.925978125,-1.0307174875,avordar,aBoRDaR,-0.90247175,-0.960617775,-1.003687125,-1.0836531125
aburrir,VCVCCVC,aBuriR,6,<10,-1.000757142857143,-1.052078742857143,-1.073253875,-1.0623106125,apucher,apuCeR,-1.1841125714285714,-1.0384913142857144,-1.049871375,-0.9767343625,avucher,aBuCeR,-1.1877132857142858,-1.0240683142857143,-1.236218375,-1.1561616125,,,,,,
abusar,VCVCVC,aBusaR,6,<10,-0.9496368571428572,-0.9821888857142856,-0.9565688571428572,-1.0295804142857143,acopar,akopaR,-0.944488,-0.8792774571428572,-0.968923,-0.9027697,acorar,akoRaR,-0.9153272857142856,-1.0094081714285714,-0.9199867142857142,-0.9885289857142858,acolar,akolaR,-0.9109407142857144,-0.9176018857142856,-0.9358662857142858,-0.9342535571428572
abuso,VCVCV,aBuso,5,10-100,-1.0452645,-0.9375037,-1.0527228333333334,-0.9598928166666668,aduca,aDuka,-1.0577986666666666,-0.9208195333333334,-1.0506653333333331,-0.89619265,azula,asula,-1.0178118333333332,-0.9403608666666664,-1.099447,-1.0302523166666668,acuca,akuka,-1.1511293333333332,-0.9634427,-1.062451,-0.9582758166666668
