word,word_shape,word_phono,length,frequency_bin,real_wbps,real_mbps,real_wbos,real_mbos,nonword1,nonword1_phono,nonword1_wbps,nonword1_mbps,nonword1_wbos,nonword1_mbos,nonword2,nonword2_phono,nonword2_wbps,nonword2_mbps,nonword2_wbos,nonword2_mbos,nonword3,nonword3_phono,nonword3_wbps,nonword3_mbps,nonword3_wbos,nonword3_mbos
frasca,CCVCCV,fRaska,6,<10,-1.0079777142857145,-0.8562874571428571,-1.0001365714285717,-0.864247842857143,clesca,kleska,-0.9633194285714284,-0.8803904571428571,-0.9776471428571428,-0.9069947,flesca,fleska,-0.9093884285714288,-0.8674191714285714,-0.923886,-0.8964464142857144,frerca,fReRka,-1.1093197142857143,-0.9688534571428572,-1.1151161428571428,-0.9472914142857144
frasco,CCVCCV,fRasko,6,<10,-1.0316797142857144,-0.9052996,-1.0158911428571429,-0.8852468428571428,clesco,klesko,-0.9870212857142856,-0.9357897428571428,-0.9934017142857144,-0.9300315571428572,flesco,flesko,-0.9330902857142858,-0.9228200285714286,-0.9396405714285716,-0.9194835571428572,bresco,bResko,-0.9234655714285714,-0.8466508857142857,-0.9204681428571428,-0.8326031285714286
frase,CCVCV,fRase,5,10-100,-0.8928746666666667,-0.8424171999999999,-0.9041501666666668,-0.8951746500000001,plame,plame,-0.8766608333333333,-0.9110977,-0.8656908333333333,-0.9039829833333334,prame,pRame,-0.9097396666666668,-1.0094525333333333,-0.9073685,-1.00324765,crame,kRame,-0.9471768333333334,-1.0064657,-0.9448146666666668,-0.99912365
fraseo,CCVCVV,fRaseo,6,<10,-1.0639792857142856,-0.9212508857142856,-1.0957867142857145,-0.9443264142857144,clatea,klatea,-1.0620694285714285,-0.8698244571428572,-1.0670772857142858,-0.8864207000000001,cladea,klaDea,-1.0522032857142858,-0.8975808857142857,-1.1193324285714286,-0.8972075571428572,clanea,klanea,-1.082893428571429,-0.8491887428571427,-1.0822678571428572,-0.8622794142857143
fraterno,CCVCVCCV,fRateRno,8,<10,-0.9229854444444444,-0.8559705777777779,-0.9165024444444444,-0.8596157666666667,gratarso,gRataRso,-0.9455644444444444,-0.9291648,-0.954513111111111,-0.9445771,platarso,plataRso,-0.9690362222222222,-0.9251810222222224,-0.9881386666666666,-0.9527631,clatarso,klataRso,-0.9713384444444444,-0.9337495777777778,-0.9902865555555554,-0.9741327666666666
fraude,CCVVCV,fRawDe,6,10-100,-1.1946692857142858,-1.0438870285714288,-1.2160682857142855,-1.0208928428571429,flause,flawse,-1.0396614285714283,-0.9717771714285716,-1.0991897142857143,-1.0308168428571427,flauce,flawse,-1.0396614285714283,-0.9717771714285716,-1.2768102857142856,-1.0510509857142858,flaume,flawme,-1.0264541428571428,-1.1589406,-1.0876484285714283,-1.0933401285714286
frazada,CCVCVCV,fRasaDa,7,<10,-0.8487595,-0.880232025,-0.85650525,-0.8831387375,grafida,gRafiDa,-0.9590645,-0.8810739000000001,-0.95465225,-0.8702914875000001,grañida,gRaYiDa,-0.99225325,-1.0366774,-0.99857875,-1.0250448625000002,,,,,,
fregado,CCVCVCV,fReGaDo,7,<10,-0.780342625,-0.8562656500000001,-0.783587625,-0.8303069875000001,plevido,pleBiDo,-0.881622,-0.87653665,-0.87391175,-0.8587792375000001,grevido,gReBiDo,-0.895013125,-0.8866060250000001,-0.871990875,-0.8576213625000001,gredido,gReDiDo,-0.9256955,-0.9487929000000002,-0.9094615,-0.9052546125
fregador,CCVCVCVC,fReGaDoR,8,<10,-0.8310058888888889,-0.9194979111111112,-0.8616456666666666,-0.9108974333333334,plevidor,pleBiDoR,-0.9210321111111112,-0.9373393555555556,-0.9419336666666668,-0.9367433222222225,grevidor,gReBiDoR,-0.9329353333333334,-0.9462898,-0.9402263333333334,-0.9357142111111112,gredidor,gReDiDoR,-0.9602085555555556,-1.0015661333333332,-0.9735335555555557,-0.9780759888888888
fregar,CCVCVC,fReGaR,6,<10,-0.8804874285714286,-0.9527881714285714,-0.8716537142857143,-0.8903415571428572,flesar,flesaR,-0.9457228571428572,-0.9872081714285714,-0.974872,-1.0348085571428574,premar,pRemaR,-0.8010307142857143,-0.8270344571428571,-0.816554,-0.8337001285714286,gremar,gRemaR,-0.9853722857142856,-0.9663136,-0.989682,-0.9415714142857142
fregona,CCVCVCV,fReGona,7,<10,-0.949218625,-0.8514884,-0.95764825,-0.8565127375,clevora,kleBoRa,-0.986239625,-0.913917525,-1.019469625,-0.9367202375,clecora,klekoRa,-1.05055575,-0.9098174,-1.030858125,-0.8933736125,clevoca,kleBoka,-1.0515535,-0.928955275,-1.0230885,-0.9087469875
fregoteo,CCVCVCVV,fReGoteo,8,<10,-1.0198863333333332,-0.9651480222222224,-1.007220111111111,-0.9396305444444446,prefonea,pRefonea,-1.0295948888888888,-0.8708980222222222,-0.9742184444444444,-0.864784988888889,preforea,pRefoRea,-0.958723,-0.8538122444444444,-0.8955027777777779,-0.8391664333333333,prefolea,pRefolea,-1.1171266666666666,-0.9564152444444444,-1.0081264444444444,-0.9117644333333336
freidora,CCVVCVCV,fRejDoRa,8,<10,-1.092284888888889,-1.139242688888889,-0.9635314444444444,-0.9453624333333336,plaugora,plawGoRa,-1.2692088888888888,-1.0835615777777778,-1.1077497777777776,-1.030489211111111,claugora,klawGoRa,-1.271511111111111,-1.0922026888888887,-1.109897666666667,-1.0518125444444444,,,,,,
frenado,CCVCVCV,fRenaDo,7,<10,-0.8201285,-0.860531025,-0.8472085,-0.8755213625,gresido,gResiDo,-0.824818,-0.814293275,-0.905514375,-0.8578958625,plesido,plesiDo,-0.841998,-0.8498831499999999,-0.914996625,-0.9047282375,bresido,bResiDo,-0.8425635,-0.8225700250000001,-0.907206375,-0.8705143625
frenar,CCVCVC,fRenaR,6,10-100,-0.9464332857142858,-0.9479838857142856,-0.9754597142857142,-0.9710972714285716,bresar,bResaR,-0.9360981428571428,-0.935581457142857,-0.9556995714285714,-0.9737718428571428,plesar,plesaR,-0.9354518571428572,-0.9678824571428573,-0.9646027142857144,-1.0094911285714283,gresar,gResaR,-0.9158175714285716,-0.9261173142857144,-0.9537658571428572,-0.9593521285714288
frenazo,CCVCVCV,fRenaso,7,<10,-1.024601125,-0.9004167750000001,-0.99869775,-0.9721446125,bresago,bResaGo,-1.036126875,-0.92770015,-1.055089125,-0.9666803625,fremigo,fRemiGo,-1.003205125,-0.94534465,-1.045515875,-0.9519673625,bremizo,bRemiso,-1.064882375,-0.97109865,-1.071404625,-1.0275904875
frenillo,CCVCVCCV,fRenijo,7,<10,-1.055412,-0.8954661500000001,-0.9683161111111112,-0.8883593222222222,cresallo,kResajo,-1.1193855,-1.00950915,-0.8691848888888889,-0.8824579888888889,cremallo,kRemajo,-1.1482645,-1.042478025,-0.9296774444444444,-0.9091612111111111,gresallo,gResajo,-1.169351625,-1.0307659,-0.9048991111111112,-0.8886896555555555
freno,CCVCV,fReno,5,<10,-1.0152078333333334,-0.8902732000000001,-1.0462698333333331,-0.9119843166666668,pleso,pleso,-1.0253881666666669,-0.9166532000000002,-1.058928,-0.9334019833333334,breso,bReso,-1.026142,-0.8978740333333333,-1.048541,-0.9112089833333332,greso,gReso,-1.0024813333333331,-0.8869302000000001,-1.046285,-0.8943951500000001
frente,CCVCCV,fRente,6,>100,-0.7209942857142858,-0.7337315999999999,-0.7475251428571428,-0.7606565571428572,cronte,kRonte,-0.7857711428571428,-0.8449895999999999,-0.7999874285714286,-0.8619269857142857,printe,pRinte,-0.7886578571428571,-0.7512276,-0.7978685714285714,-0.7758695571428572,crinte,kRinte,-0.7890205714285715,-0.7836251714285714,-0.7982415714285714,-0.7960265571428572
fresa,CCVCV,fResa,5,<10,-0.9159576666666666,-0.7963527,-0.9497746666666668,-0.8480208166666667,prema,pRema,-0.8603461666666666,-0.7779881999999999,-0.8777561666666666,-0.78468065,crena,kRena,-0.9788551666666666,-0.8501458666666668,-1.0094556666666663,-0.8695746500000001,prena,pRena,-0.8304115,-0.7151010333333332,-0.8610443333333334,-0.7533568166666668
fresador,CCVCVCVC,fResaDoR,8,<10,-0.811081,-0.9037450222222222,-0.8894331111111112,-0.9607102111111112,cremidor,kRemiDoR,-0.9305648888888888,-0.9717700222222222,-0.968028,-0.9713122111111112,crenidor,kReniDoR,-0.968172888888889,-0.9531381333333334,-1.0061648888888888,-0.9859824333333334,gremidor,gRemiDoR,-0.9749793333333332,-0.9897272444444446,-1.0037422222222223,-0.977435988888889
fresar,CCVCVC,fResaR,6,<10,-0.8687475714285714,-0.899070742857143,-0.917857,-0.9549512714285716,prenar,pRenaR,-0.8091615714285715,-0.8349883142857143,-0.8382407142857142,-0.8680021285714287,crenar,kRenaR,-0.936399,-0.9507353142857145,-0.9654504285714286,-0.9676054142857144,premar,pRemaR,-0.8010307142857143,-0.8270344571428571,-0.816554,-0.8337001285714286
fresca,CCVCCV,fReska,6,10-100,-0.8324131428571429,-0.7548033142857141,-0.866871,-0.7907778428571429,plasca,plaska,-0.9882297142857144,-0.8317954571428571,-0.9899535714285712,-0.8696351285714287,,,,,,,,,,,,
frescor,CCVCCVC,fReskoR,7,<10,-0.89419,-0.8700442749999999,-0.900388625,-0.8572466125,plascor,plaskoR,-1.030529625,-0.9316884,-1.00808575,-0.9245141125,flascor,flaskoR,-1.074821125,-0.982543275,-1.052367,-0.9815593625,floscor,floskoR,-1.089975875,-1.007479275,-1.080631125,-1.0066932375
frescura,CCVCCVCV,fReskuRa,8,<10,-0.8054242222222222,-0.8140655777777778,-0.8137327777777777,-0.8091033222222221,clendura,klenduRa,-0.994867222222222,-0.9010898,-1.004821222222222,-0.9042432111111112,,,,,,,,,,,,
freático,CCVVCVCV,fReatiko,8,<10,-1.0005658888888889,-0.8766912444444446,-1.0002122222222225,-0.873670988888889,praísico,pRaisiko,-1.0669068888888888,-0.9941064666666668,-1.036344222222222,-1.0066184333333337,praícico,pRaisiko,-1.0669068888888888,-0.9941064666666668,-1.1443744444444444,-1.0406436555555556,praílico,pRailiko,-1.1164555555555555,-0.9704700222222225,-0.9958677777777776,-0.9383114333333334
freír,CCVVC,fReiR,5,<10,-1.192158,-1.0608143666666667,-1.1417696666666666,-1.0596684833333334,pleór,pleoR,-1.1963456666666663,-1.0057328666666667,-1.203352166666667,-1.0231463166666668,breór,bReoR,-1.178945,-1.0577748666666666,-1.1751791666666669,-1.07200215,fleór,fleoR,-1.2083285,-1.027101533333333,-1.215333,-1.0524359833333334
frialdad,CCVVCCVC,fRialDad,8,<10,-0.9915945555555556,-1.0251860222222222,-1.011522,-0.9343275444444444,prueldad,pRuelDad,-1.0758863333333333,-1.1361771333333333,-1.1432444444444445,-1.0375747666666666,prieldad,pRielDad,-1.095959777777778,-1.086546022222222,-1.2042911111111112,-1.0337414333333337,crialcad,kRialkad,-1.1031674444444444,-1.163182688888889,-0.9637072222222224,-0.9620144333333334
friega,CCVVCV,fRieGa,6,<10,-1.0181935714285717,-0.8328677428571429,-1.0992967142857144,-0.9120758428571428,gruega,gRueGa,-1.03649,-0.8625324571428573,-1.1885218571428573,-0.9634381285714284,cluega,klueGa,-1.090927571428571,-0.9307037428571427,-1.1948788571428572,-0.9736938428571428,fluega,flueGa,-1.111925,-0.9324118857142858,-1.2160685714285715,-0.9827632714285714
frigidez,CCVCVCVC,fRixiDes,8,<10,-0.9190957777777778,-1.0100575777777778,-1.1600333333333337,-1.0947558777777775,plivadez,pliBaDes,-0.9258023333333334,-0.9914266888888889,-1.1790977777777778,-1.0401581000000002,brivadez,bRiBaDes,-0.9464286666666668,-0.9830134666666668,-1.20168,-1.0594836555555556,grivadez,gRiBaDes,-0.9476628888888888,-1.0208249111111112,-1.23593,-1.0642992111111111
frigio,CCVCVV,fRixjo,6,<10,-0.9870915714285714,-0.8776953142857143,-1.0392385714285717,-0.9315355571428572,bribio,bRiBjo,-1.0058717142857143,-0.9185943142857144,-0.9619494285714286,-0.9446705571428572,brigia,bRixja,-1.0077277142857144,-0.9110508857142856,-0.9675327142857144,-0.912527842857143,grigia,gRixja,-1.0093145714285714,-0.9595244571428572,-1.0115682857142858,-0.918648842857143
frijol,CCVCVC,fRixol,6,<10,-1.4034234285714289,-1.1364258857142857,-1.469224285714286,-1.1900307,gripol,gRipol,-1.245084,-1.098120457142857,-1.2962874285714283,-1.048897842857143,clijel,klixel,-1.2074155714285717,-1.0283303142857143,-1.3895728571428572,-1.226192985714286,,,,,,
friolera,CCVVCVCV,fRioleRa,8,<10,-1.122423333333333,-0.9823631333333334,-1.0203565555555556,-0.9255891,clierera,klieReRa,-1.1833844444444446,-1.0225404666666666,-1.1060671111111111,-0.9489711,criarera,kRiaReRa,-1.0116113333333334,-0.9866389111111112,-0.9359913333333332,-0.8652699888888891,,,,,,
friolero,CCVVCVCV,fRioleRo,8,<10,-1.1823666666666666,-1.009858688888889,-1.081770888888889,-0.9483076555555556,clierero,klieReRo,-1.2433288888888887,-1.049944911111111,-1.167481111111111,-0.9715888777777776,clielera,klieleRa,-1.1213322222222222,-1.0139471333333332,-1.1168966666666666,-0.9709714333333334,cliecero,klieseRo,-1.0744343333333335,-0.9397456888888888,-1.1897344444444444,-1.0065517666666668
frisa,CCVCV,fRisa,5,<10,-0.9472878333333332,-0.8111060333333334,-1.119276333333333,-0.93119765,crima,kRima,-0.9763248333333332,-0.8559250333333335,-0.9743011666666668,-0.8725516500000001,clina,klina,-0.9852603333333332,-0.8063321999999999,-1.0051411666666663,-0.8245368166666668,crina,kRina,-0.9067473333333332,-0.7712075333333335,-0.9194623333333332,-0.7810998166666668
friso,CCVCV,fRiso,5,<10,-1.005926,-0.8901185333333332,-1.1206223333333334,-0.9465224833333332,crino,kRino,-0.9968651666666668,-0.8324358666666667,-1.0095563333333333,-0.8447474833333334,prino,pRino,-0.9964418333333334,-0.7946300333333335,-1.0091211666666666,-0.82121415,pleso,pleso,-1.0253881666666669,-0.9166532000000002,-1.058928,-0.9334019833333334
frita,CCVCV,fRita,5,<10,-0.9304865,-0.7728077000000001,-0.9330598333333334,-0.7853288166666667,pleta,pleta,-1.0347035,-0.8088190333333335,-1.034613,-0.8145489833333334,breta,bReta,-1.0434423333333334,-0.8541027,-0.98369,-0.8284458166666667,fleta,fleta,-1.0466863333333334,-0.8302517000000001,-1.0465938333333331,-0.8438558166666668
fritanga,CCVCVCCV,fRitaNga,8,<10,-1.0248503333333334,-0.9227839111111112,-1.0011604444444444,-0.8767685444444445,clitenza,klitensa,-1.0227476666666666,-0.8716163555555556,-1.0907444444444443,-0.9145891,gritenza,gRitensa,-1.0199974444444444,-0.919355688888889,-1.1202088888888888,-0.9295187666666668,blicanza,blikansa,-1.009911888888889,-0.9303406888888888,-0.9670065555555556,-0.9075907666666668
fronda,CCVCCV,fRonda,6,<10,-1.0043428571428572,-0.9128064571428572,-0.9550658571428572,-0.9119321285714286,plenda,plenda,-1.013119,-0.8442228857142856,-0.9420912857142856,-0.8300125571428572,prinda,pRinda,-1.0197488571428572,-0.8355433142857144,-0.9682897142857144,-0.8451511285714286,crinda,kRinda,-1.0201117142857143,-0.8679423142857142,-0.9686627142857144,-0.8653117000000001
fronde,CCVCCV,fRonde,6,<10,-1.1284861428571429,-0.9724273142857144,-1.0932582857142858,-0.9368217,plende,plende,-1.1372622857142856,-0.9305573142857142,-1.0802837142857142,-0.8878132714285715,brende,bRende,-1.1153902857142857,-0.9207183142857142,-1.0630101428571428,-0.8848991285714287,prinde,pRinde,-1.1438921428571427,-0.9163846,-1.106482142857143,-0.8976161285714286
frondoso,CCVCCVCV,fRondoso,8,<10,-0.933736222222222,-0.8916742444444444,-0.9279928888888888,-0.9106892111111112,clansoso,klansoso,-1.0223186666666666,-0.8937050222222224,-1.0572587777777778,-0.9295478777777778,clinsoso,klinsoso,-1.08216,-0.9311681333333336,-1.1128288888888889,-0.9533831,,,,,,
frontera,CCVCCVCV,fRonteRa,8,10-100,-0.8248566666666667,-0.8141492444444444,-0.8332054444444444,-0.8309323222222224,clastera,klasteRa,-0.8191291111111112,-0.8126652444444444,-0.8196357777777777,-0.8361124333333334,plastera,plasteRa,-0.8168268888888889,-0.8040905777777778,-0.8174878888888889,-0.8147848777777779,brastera,bRasteRa,-0.8376452222222223,-0.8376209111111113,-0.8327528888888889,-0.8230743222222223
frontero,CCVCCVCV,fRonteRo,8,<10,-0.8848004444444445,-0.8417375777777778,-0.8946197777777777,-0.8538406555555557,clastero,klasteRo,-0.8790727777777777,-0.8402535777777778,-0.8810501111111111,-0.8590211000000001,plastero,plasteRo,-0.8767705555555555,-0.8316791333333333,-0.8789022222222223,-0.8376933222222223,brastero,bRasteRo,-0.897588888888889,-0.8652093555555557,-0.8941672222222221,-0.8459828777777779
frontis,CCVCCVC,fRontis,7,<10,-1.00424875,-0.9863094,-1.025998,-1.0654883625,crintis,kRintis,-0.999509,-0.94214265,-1.0168965,-1.0100372375,printis,pRintis,-0.9991915,-0.9137949,-1.016570125,-0.9923999875,brentis,bRentis,-0.99891775,-0.93068065,-1.005631875,-0.9955741124999998
frontón,CCVCCVC,fRonton,7,<10,-0.939017125,-0.940569525,-0.95672575,-0.9504131124999998,crintón,kRinton,-0.93427725,-0.896438525,-0.94762425,-0.8953347375,printón,pRinton,-0.933959875,-0.868090525,-0.947297875,-0.8776974875000001,brentón,bRenton,-0.933686125,-0.884980775,-0.936359625,-0.8808961125
frotador,CCVCVCVC,fRotaDoR,8,<10,-0.8960151111111111,-0.9857200222222224,-0.9226145555555556,-0.9818936555555556,flocidor,flosiDoR,-0.9314643333333332,-0.9375020222222225,-1.009333,-0.9860707666666668,crocidor,kRosiDoR,-0.946903,-0.9126592444444444,-0.9627191111111112,-0.9572539888888888,blocidor,blosiDoR,-0.9492933333333332,-0.9680120222222224,-1.1096591111111112,-1.0638236555555556
frotar,CCVCVC,fRotaR,6,<10,-0.9577315714285712,-0.9731248857142856,-0.9563554285714284,-0.9813892714285716,flocar,flokaR,-0.9557428571428572,-0.9264780285714286,-1.0090737142857142,-0.9593381285714286,pletar,pletaR,-0.970183,-0.9216456,-0.973164857142857,-0.9297754142857144,plocar,plokaR,-0.9822052857142856,-0.9277727428571428,-1.0355404285714287,-0.9460975571428571
frote,CCVCV,fRote,5,<10,-0.8898051666666666,-0.8757837,-0.8845168333333334,-0.87866265,plete,plete,-0.9314146666666666,-0.8315826999999999,-0.9311975,-0.8428488166666668,flose,flose,-0.9503038333333332,-0.9657058666666666,-0.9431863333333332,-1.0186544833333333,plose,plose,-0.9811766666666668,-0.9673082,-0.9740641666666666,-1.0032489833333331
frufrú,CCVCCV,fRufRu,6,<10,-1.3940808571428571,-1.1447864571428572,-1.3907595714285714,-1.1316234142857144,flutrú,flutRu,-1.3954404285714286,-1.1194460285714285,-1.4049001428571428,-1.1212098428571429,plutrú,plutRu,-1.5135042857142855,-1.1975604571428573,-1.52302,-1.1993227,plubrú,pluBRu,-1.5258042857142855,-1.1881588857142855,-1.518992857142857,-1.2104351285714288
fruición,CCVVCVVC,fRuisjon,8,<10,-0.8144482222222222,-0.8820006888888889,-0.8413167777777777,-0.8712898777777779,clierión,klieRjon,-1.0075074444444445,-0.931451688888889,-0.9176362222222222,-0.8512367666666667,,,,,,,,,,,,
fruncido,CCVCCVCV,fRunsiDo,8,<10,-0.9286297777777778,-0.9308195777777778,-0.918795888888889,-0.8782976555555556,gruspido,gRuspiDo,-0.9566211111111113,-0.9310591333333332,-0.9977265555555556,-0.9506616555555556,grumpido,gRumpiDo,-1.0028967777777775,-0.9737304666666668,-0.9517774444444445,-0.9216254333333336,pluspido,pluspiDo,-1.0147177777777778,-0.9686002444444444,-1.0346525555555557,-0.9829736555555556
fruncir,CCVCCVC,fRunsiR,7,<10,-1.117098125,-1.0495324,-1.094865875,-1.0080167375,frurdir,fRuRDiR,-1.226768375,-1.10999265,-1.26029625,-1.1491091125,,,,,,,,,,,,
frustrar,CCVCCCVC,fRustRaR,8,<10,-0.8505504444444445,-0.9557434666666668,-0.8838356666666667,-0.9333407666666668,clistrar,klistRaR,-0.8205697777777777,-0.8809263555555555,-0.8803942222222223,-0.9246041,flostrar,flostRaR,-0.9045685555555556,-0.9784056888888888,-0.9059208888888888,-0.9727742111111112,crostrar,kRostRaR,-0.9200073333333332,-0.9508513555555556,-0.9379891111111112,-0.9570014333333334
fruta,CCVCV,fRuta,5,10-100,-0.9513925,-0.8645138666666666,-0.9906658333333334,-0.8797964833333335,clita,klita,-0.9547195,-0.7771165333333334,-0.9557281666666668,-0.7887798166666667,fluda,fluDa,-0.8881095,-0.8613895333333333,-0.8935226666666667,-0.8710764833333334,pluda,pluDa,-1.025850666666667,-0.9529445333333332,-1.0313286666666668,-0.9623994833333334
frutal,CCVCVC,fRutal,6,<10,-1.0150935714285714,-0.9506660285714288,-1.0446201428571429,-0.9624347,clital,klital,-1.0179452857142857,-0.8777650285714286,-1.0146735714285715,-0.8865767,plutan,plutan,-1.0645138571428572,-1.1104203142857143,-1.085113,-1.1033635571428573,flucal,flukal,-1.0700788571428572,-0.9790004571428572,-1.0431998571428571,-0.9569414142857144
frutera,CCVCVCV,fRuteRa,7,<10,-0.94328975,-0.886271525,-0.95682925,-0.8826812375,grucero,gRuseRo,-1.0100315,-0.9123077750000002,-1.017599,-0.9003033625000001,grucena,gRusena,-1.042042125,-0.905635775,-1.064742375,-0.8999242375000001,grudero,gRuDeRo,-1.04354175,-0.916925525,-1.116476125,-0.9641267375
frutero,CCVCVCV,fRuteRo,7,<10,-1.010726375,-0.917309025,-1.025920375,-0.9084538625,grudera,gRuDeRa,-0.976105125,-0.8858805249999999,-1.047385,-0.9383244875,gruceno,gRuseno,-1.060526625,-0.938778275,-1.08359475,-0.9283628625,gruvera,gRuBeRa,-1.064100875,-0.94158415,-1.16665375,-0.9798913625
frutería,CCVCVCVV,fRuteRia,8,<10,-0.8909052222222223,-0.9149606888888888,-0.909496888888889,-0.8756957666666667,frucilío,fRusilio,-1.0386477777777778,-1.019362688888889,-1.0397525555555556,-0.9553344333333336,,,,,,,,,,,,
fruto,CCVCV,fRuto,5,10-100,-0.9725216666666668,-0.9352568666666666,-0.9250956666666666,-0.9095369833333334,fludo,fluDo,-0.9557546666666666,-0.8890397,-0.956857,-0.8963831500000001,clito,klito,-0.9403511666666668,-0.8139232000000001,-0.9420976666666668,-0.8281968166666668,blito,blito,-1.0622215,-0.9706250333333332,-1.0131183333333331,-0.9413518166666668
frágil,CCVCVC,fRaxil,6,<10,-1.2047641428571427,-1.015902742857143,-1.221382714285714,-1.033377557142857,brágel,bRaxel,-1.2171581428571427,-1.0389085999999998,-1.2940115714285714,-1.0327321285714286,flájil,flaxil,-1.220238142857143,-1.0857124571428574,-1.3244520000000002,-1.1170308428571427,prágel,pRaxel,-1.2253174285714288,-1.0825790285714287,-1.2997772857142855,-1.0749135571428572
frígida,CCVCVCV,fRixiDa,7,<10,-0.88825875,-0.91519715,-0.929402125,-0.9753088625000002,brívada,bRiBaDa,-0.8894415,-0.878640275,-0.941987625,-0.9619454875,grívada,gRiBaDa,-0.890830125,-0.9211784,-0.98051875,-0.9673636125,clídada,kliDaDa,-0.876312125,-0.8571519000000001,-0.846730875,-0.8142258625000001
frígido,CCVCVCV,fRixiDo,7,<10,-0.89748775,-0.918725775,-0.934082625,-0.9841346125,clívado,kliBaDo,-0.882798875,-0.8732184000000001,-0.928626,-0.9260071125,grídado,gRiDaDo,-0.872448375,-0.93236965,-0.871351125,-0.8264894875000001,blídado,bliDaDo,-0.9303525,-0.957183025,-0.85828275,-0.8715428625
fríjol,CCVCVC,fRixol,6,<10,-1.4034234285714289,-1.1364258857142857,-1.469224285714286,-1.1900307,grípol,gRipol,-1.245084,-1.098120457142857,-1.2962874285714283,-1.048897842857143,clíjel,klixel,-1.2074155714285717,-1.0283303142857143,-1.3895728571428572,-1.226192985714286,,,,,,
frívolo,CCVCVCV,fRiBolo,7,<10,-0.839958375,-0.8855839000000001,-0.869321875,-0.8883587375,clícola,klikola,-0.92695625,-0.8590141499999999,-0.9315955,-0.8460719875,clícomo,klikomo,-0.986307125,-0.859548025,-0.99591875,-0.8719789875,clícoso,klikoso,-0.99626075,-0.8458867750000001,-1.01465575,-0.8601983625
fucsia,CVCCVV,fuksja,6,<10,-1.1747907142857144,-0.9795224571428572,-1.616232857142857,-1.182678985714286,fuznia,fusnja,-1.2509268571428571,-1.1206556,-1.474271428571429,-1.2616955571428572,fepsia,fepsja,-1.2813634285714286,-1.033261742857143,-1.4539357142857143,-1.1079457,,,,,,
fuelle,CVVCCV,fweje,5,<10,-1.2717593333333337,-1.071325366666667,-0.9526847142857144,-0.8808075571428572,fierre,fjere,-1.4041601666666663,-1.1274185333333333,-0.9731527142857144,-0.9012177,vielle,bjeje,-1.4422238333333333,-1.1971122,-1.0182114285714283,-0.9128522714285714,vueche,bweCe,-1.4524609999999998,-1.1664888666666666,-1.1083402857142857,-0.9849645571428572
fuente,CVVCCV,fwente,6,>100,-0.7923074285714286,-0.8064068857142858,-0.8021872857142858,-0.8378524142857143,viante,bjante,-0.7898637142857143,-0.8812587428571429,-0.7948304285714285,-0.8551898428571428,fiaste,fjaste,-0.910241,-0.9944221714285716,-0.8520985714285715,-1.0064201285714287,fieste,fjeste,-0.9408635714285716,-0.8906571714285713,-0.9085181428571428,-0.8812271285714287
fuera,CVVCV,fweRa,5,>100,-0.9161291666666668,-0.8425187,-0.9638965,-0.8825901500000001,fiena,fjena,-1.0315853333333334,-0.8775506999999999,-1.006019,-0.8646318166666668,vuena,bwena,-1.038543166666667,-0.8953677000000001,-1.069722,-0.9371368166666668,,,,,,
fuero,CVVCV,fweRo,5,<10,-1.0060446666666667,-0.8840046999999999,-1.056018,-0.9169273166666668,fieno,fjeno,-1.0562313333333333,-0.9240978666666668,-1.0311555,-0.9057123166666666,vueno,bweno,-1.0631891666666666,-0.9414463666666664,-1.0948586666666666,-0.97210265,viero,bjeRo,-0.916028,-0.8130590333333334,-0.9013976666666668,-0.8036164833333334
fuerte,CVVCCV,fweRte,6,>100,-0.8555767142857142,-0.8777057428571428,-0.8918598571428572,-0.9175172714285714,viorte,bjoRte,-0.9444438571428572,-0.9883530285714288,-0.9894734285714284,-0.9854702714285716,,,,,,,,,,,,
fuerza,CVVCCV,fweRsa,6,>100,-1.0479001428571428,-0.8690928857142856,-1.148316142857143,-0.9675798428571428,fuesva,fwesBa,-1.0036157142857145,-0.9486201714285716,-1.1063687142857144,-1.0081829857142857,fuesba,fwesBa,-1.0036157142857145,-0.9486201714285716,-1.082345142857143,-1.1025374142857145,fuespa,fwespa,-1.0966112857142858,-0.9249460285714288,-1.112010857142857,-0.9606234142857144
fugada,CVCVCV,fuGaDa,6,<10,-0.8211164285714286,-0.9232651714285712,-0.8380804285714286,-0.9088515571428571,ludida,luDiDa,-0.9298052857142858,-1.0042796,-0.9137872857142858,-0.956581842857143,luvida,luBiDa,-0.9349028571428571,-0.9077267428571428,-0.9508191428571428,-0.8673991285714286,,,,,,
fugaz,CVCVC,fuGas,5,<10,-0.8498213333333333,-1.0864640333333335,-1.2352083333333332,-1.1241369833333337,ludaz,luDas,-0.8329251666666666,-1.1607460333333333,-1.3051025,-1.16879365,lumaz,lumas,-0.9224435,-1.0771260333333332,-1.3481841666666667,-1.161204983333333,,,,,,
fugitiva,CVCVCVCV,fuxitiBa,8,<10,-0.9670462222222224,-0.887275688888889,-0.9599928888888888,-0.904881988888889,tubetila,tuBetila,-1.0862247777777778,-1.0253682444444443,-1.1392377777777778,-1.024769211111111,bufetila,bufetila,-1.1140533333333331,-1.0397404666666668,-1.1407188888888888,-1.0303125444444443,bufetiza,bufetisa,-1.1176411111111113,-0.9926232444444446,-1.1380977777777777,-0.9790861
